"","qseqid","UniprotID","Accession","Gene","Hostcode","Specie","Phenotype","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","Genome"
"4923","NZ_JAAEVH010000010.1_15","D4I234","PHI:7081__PHI:7443","Tssc-2__Eamy__3227","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,513,0,0,1,513,3,515,0,1021,"GCF_012371675.1_ASM1237167v1"
"4924","NZ_JAAEVH010000010.1_16","D4I235","PHI:7080__PHI:7444","Tssb-2__Eamy__3228","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,165,0,0,1,165,1,165,3.77e-111,311,"GCF_012371675.1_ASM1237167v1"
"4925","NZ_JAAEVH010000010.1_49","A0A0F6B6Z8","PHI:6984","Mcpc","28901","Salmonella_enterica","reduced_virulence",83.3,48,8,0,362,409,360,407,4.71e-14,73.2,"GCF_012371675.1_ASM1237167v1"
"4926","NZ_JAAEVH010000010.1_50","P21345","PHI:124242","Gltp","562","Escherichia_coli","reduced_virulence",81.6,429,79,0,1,429,1,429,9.87e-239,657,"GCF_012371675.1_ASM1237167v1"
"4927","NZ_JAAEVH010000010.1_51","P27550","PHI:9227","Acs","562","Escherichia_coli","reduced_virulence__unaffected_pathogenicity",84.9,651,98,0,1,651,1,651,0,1152,"GCF_012371675.1_ASM1237167v1"
"4928","NZ_JAAEVH010000010.1_53","P32705","PHI:9229","Actp","562","Escherichia_coli","reduced_virulence__unaffected_pathogenicity",84,549,87,1,4,552,2,549,0,882,"GCF_012371675.1_ASM1237167v1"
"4929","NZ_JAAEVH010000031.1_15","Q8ZPL7","PHI:10048","Fumc","28901","Salmonella_enterica","reduced_virulence",84,463,74,0,1,463,1,463,5.23e-289,786,"GCF_012371675.1_ASM1237167v1"
"4930","NZ_JAAEVH010000031.1_46","D4I2L5","PHI:7253__PHI:125537","Kata","552","Erwinia_amylovora","reduced_virulence",100,490,0,0,1,490,1,490,0,1014,"GCF_012371675.1_ASM1237167v1"
"4931","NZ_JAAEVH010000032.1_13","D4I0R7","PHI:7416","Eamy__3028","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,165,0,0,2,166,3,167,1.17e-117,328,"GCF_012371675.1_ASM1237167v1"
"4932","NZ_JAAEVH010000032.1_14","D4I0R6","PHI:7102__PHI:7415","Tssj-1__Eamy__3027","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,170,0,0,1,170,1,170,1.66e-121,338,"GCF_012371675.1_ASM1237167v1"
"4933","NZ_JAAEVH010000032.1_15","D4I0R5","PHI:7087__PHI:7414","Tssk-1__Eamy__3026","552","Erwinia_amylovora","reduced_virulence__effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,447,0,0,1,447,1,447,0,895,"GCF_012371675.1_ASM1237167v1"
"4934","NZ_JAAEVH010000032.1_16","D4I0R4","PHI:7103__PHI:7413","Tssl-1__Eamy__3025","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,413,0,0,1,413,1,413,1.92e-303,818,"GCF_012371675.1_ASM1237167v1"
"4935","NZ_JAAEVH010000032.1_17","D4I0R3","PHI:7090__PHI:7412","Tssm-1__Eamy__3024","552","Erwinia_amylovora","reduced_virulence__effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,1210,0,0,1,1210,1,1210,0,2371,"GCF_012371675.1_ASM1237167v1"
"4936","NZ_JAAEVH010000032.1_18","D4I0R2","PHI:7411","Eamy__3023","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,236,0,0,1,236,2,237,1.46e-184,503,"GCF_012371675.1_ASM1237167v1"
"4937","NZ_JAAEVH010000032.1_19","D4I0R1","PHI:7097__PHI:7410","Tssa-1__Eamy__3022","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,339,0,0,1,339,1,339,8.11e-238,646,"GCF_012371675.1_ASM1237167v1"
"4938","NZ_JAAEVH010000032.1_20","D4I0R0","PHI:7098__PHI:7409","Tssb-1__Eamy__3021","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,178,0,0,1,178,1,178,1.15e-125,349,"GCF_012371675.1_ASM1237167v1"
"4939","NZ_JAAEVH010000032.1_21","D4I0Q9","PHI:7099__PHI:7408","Tssc-1__Eamy__3020","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,499,0,0,1,499,1,499,0,1009,"GCF_012371675.1_ASM1237167v1"
"4940","NZ_JAAEVH010000032.1_22","D4I0Q8","PHI:7107__PHI:7407","Hcp-1__Eamy__3019","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,160,0,0,1,160,1,160,9.77e-116,323,"GCF_012371675.1_ASM1237167v1"
"4941","NZ_JAAEVH010000032.1_23","D4I0Q7","PHI:7406","Eamy__3018","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,159,0,0,1,159,1,159,8.72e-123,340,"GCF_012371675.1_ASM1237167v1"
"4942","NZ_JAAEVH010000032.1_24","D4I0Q6","PHI:7405","Eamy__3017","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,122,0,0,1,122,1,122,8.61e-85,241,"GCF_012371675.1_ASM1237167v1"
"4943","NZ_JAAEVH010000032.1_25","D4I0Q4","PHI:7403","Eamy__3015","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,135,0,0,1,135,1,135,8.56e-98,275,"GCF_012371675.1_ASM1237167v1"
"4944","NZ_JAAEVH010000032.1_26","D4I0Q3","PHI:7402","Eamy__3014","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,122,0,0,1,122,1,122,1.43e-83,238,"GCF_012371675.1_ASM1237167v1"
"4945","NZ_JAAEVH010000032.1_27","D4I0Q1","PHI:7095__PHI:7400","Tagh-1__Eamy__3012","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,613,0,0,1,613,1,613,0,1113,"GCF_012371675.1_ASM1237167v1"
"4946","NZ_JAAEVH010000032.1_28","D4I0Q0","PHI:7399","Eamy__3011","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,264,0,0,1,264,1,264,3.19e-195,532,"GCF_012371675.1_ASM1237167v1"
"4947","NZ_JAAEVH010000032.1_29","D4I0P9","PHI:7398","Eamy__3010","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,335,0,0,1,335,1,335,1.73e-246,668,"GCF_012371675.1_ASM1237167v1"
"4948","NZ_JAAEVH010000032.1_30","D4I0P8","PHI:7397","Eamy__3009","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,273,0,0,1,273,1,273,7.56e-203,552,"GCF_012371675.1_ASM1237167v1"
"4949","NZ_JAAEVH010000032.1_31","D4I0P7","PHI:7100__PHI:7396","Tsse-1__Eamy__3008","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,188,0,0,1,188,1,188,5.43e-138,381,"GCF_012371675.1_ASM1237167v1"
"4950","NZ_JAAEVH010000032.1_32","D4I0P6","PHI:7101__PHI:7395","Tssf-1__Eamy__3007","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,624,0,0,1,624,1,624,0,1243,"GCF_012371675.1_ASM1237167v1"
"4951","NZ_JAAEVH010000032.1_33","D4I0P5","PHI:7084__PHI:7394","Tssg-1__Eamy__3006","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,354,0,0,1,354,1,354,1.08e-270,731,"GCF_012371675.1_ASM1237167v1"
"4952","NZ_JAAEVH010000032.1_34","D4I0P4","PHI:7106__PHI:7393","Clpv-1__Eamy__3005","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,871,0,0,1,871,1,871,0,1670,"GCF_012371675.1_ASM1237167v1"
"4953","NZ_JAAEVH010000032.1_35","D4I0P3","PHI:7392","Eamy__3004","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,468,0,0,1,468,1,468,0,899,"GCF_012371675.1_ASM1237167v1"
"4954","NZ_JAAEVH010000037.1_32","A0A0F6B5P2","PHI:10052","Stm14_rs15195_(srla)","28901","Salmonella_enterica","unaffected_pathogenicity",86.8,182,24,0,1,182,1,182,1.91e-118,332,"GCF_012371675.1_ASM1237167v1"
"4955","NZ_JAAEVH010000037.1_35","A0A0F6B5P5","PHI:10055","Stm14_rs15210_(srld)","28901","Salmonella_enterica","unaffected_pathogenicity",81.5,259,48,0,1,259,1,259,1.55e-147,411,"GCF_012371675.1_ASM1237167v1"
"4956","NZ_JAAEVH010000039.1_30","D4HX67","PHI:7161","Csra","552","Erwinia_amylovora","reduced_virulence__loss_of_pathogenicity",100,61,0,0,1,61,1,61,2.42e-36,114,"GCF_012371675.1_ASM1237167v1"
"4957","NZ_JAAEVH010000048.1_14","P0A9E5","PHI:4876__PHI:7248","Fnr","562","Escherichia_coli","reduced_virulence",89.4,246,25,1,1,246,1,245,8.37e-157,434,"GCF_012371675.1_ASM1237167v1"
"4958","NZ_JAAEVH010000061.1_1","D4I211","PHI:7420","Eamy__3204","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",82.2,107,19,0,1,107,190,296,6.43e-50,158,"GCF_012371675.1_ASM1237167v1"
"4959","NZ_JAAEVH010000061.1_2","D4I209","PHI:7082__PHI:7418","Tsse-2__Eamy__3202","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,150,0,0,1,150,1,150,3.62e-104,293,"GCF_012371675.1_ASM1237167v1"
"4960","NZ_JAAEVH010000061.1_3","D4I208","PHI:7079__PHI:7417","Tssa-3__Eamy__3201","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,466,0,0,1,466,1,466,0,919,"GCF_012371675.1_ASM1237167v1"
"4961","NZ_JAAEVD010000017.1_37","P32705","PHI:9229","Actp","562","Escherichia_coli","reduced_virulence__unaffected_pathogenicity",84,549,87,1,4,552,2,549,0,882,"GCF_012371685.1_ASM1237168v1"
"4962","NZ_JAAEVD010000017.1_39","P27550","PHI:9227","Acs","562","Escherichia_coli","reduced_virulence__unaffected_pathogenicity",84.9,651,98,0,1,651,1,651,0,1152,"GCF_012371685.1_ASM1237168v1"
"4963","NZ_JAAEVD010000017.1_40","P21345","PHI:124242","Gltp","562","Escherichia_coli","reduced_virulence",81.6,429,79,0,1,429,1,429,9.87e-239,657,"GCF_012371685.1_ASM1237168v1"
"4964","NZ_JAAEVD010000017.1_41","A0A0F6B6Z8","PHI:6984","Mcpc","28901","Salmonella_enterica","reduced_virulence",83.3,48,8,0,362,409,360,407,4.71e-14,73.2,"GCF_012371685.1_ASM1237168v1"
"4965","NZ_JAAEVD010000017.1_74","D4I235","PHI:7080__PHI:7444","Tssb-2__Eamy__3228","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,165,0,0,1,165,1,165,3.77e-111,311,"GCF_012371685.1_ASM1237168v1"
"4966","NZ_JAAEVD010000017.1_75","D4I234","PHI:7081__PHI:7443","Tssc-2__Eamy__3227","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,513,0,0,1,513,3,515,0,1021,"GCF_012371685.1_ASM1237168v1"
"4967","NZ_JAAEVD010000017.1_76","D4I233","PHI:7088__PHI:7442","Tssk-2__Eamy__3226","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,449,0,0,1,449,1,449,0,895,"GCF_012371685.1_ASM1237168v1"
"4968","NZ_JAAEVD010000017.1_77","D4I232","PHI:7089__PHI:7441","Tssl-3__Eamy__3225","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,225,0,0,1,225,1,225,5.72e-165,452,"GCF_012371685.1_ASM1237168v1"
"4969","NZ_JAAEVD010000017.1_78","D4I231","PHI:7440","Eamy__3224","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,551,0,0,1,551,1,551,0,1097,"GCF_012371685.1_ASM1237168v1"
"4970","NZ_JAAEVD010000017.1_79","D4I230","PHI:7108__PHI:7439","Hcp-2__Eamy__3223","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,163,0,0,1,163,1,163,6.85e-122,338,"GCF_012371685.1_ASM1237168v1"
"4971","NZ_JAAEVD010000017.1_80","D4I229","PHI:7094__PHI:7438","Clpv-2__Eamy__3222","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,886,0,0,1,886,1,886,0,1707,"GCF_012371685.1_ASM1237168v1"
"4972","NZ_JAAEVD010000017.1_81","D4I228","PHI:7437","Eamy__3221","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,69,0,0,1,69,1,69,1.44e-45,138,"GCF_012371685.1_ASM1237168v1"
"4973","NZ_JAAEVD010000017.1_82","D4I227","PHI:7093__PHI:7436","Vgrg-2__Eamy__3220","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,785,0,0,1,785,1,785,0,1519,"GCF_012371685.1_ASM1237168v1"
"4974","NZ_JAAEVD010000017.1_83","D4I226","PHI:7435","Eamy__3219","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,176,0,0,1,176,4,179,5.46e-135,373,"GCF_012371685.1_ASM1237168v1"
"4975","NZ_JAAEVD010000017.1_84","D4I225","PHI:7434","Eamy__3218","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,89,0,0,1,89,1,89,2.58e-66,192,"GCF_012371685.1_ASM1237168v1"
"4976","NZ_JAAEVD010000017.1_85","D4I224","PHI:7433","Eamy__3217","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,402,0,0,14,415,1,402,6.25e-300,809,"GCF_012371685.1_ASM1237168v1"
"4977","NZ_JAAEVD010000017.1_86","D4I223","PHI:7091__PHI:7432","Tssm-3__Eamy__3216","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,1123,0,0,1,1123,1,1123,0,2219,"GCF_012371685.1_ASM1237168v1"
"4978","NZ_JAAEVD010000017.1_87","D4I222","PHI:7078__PHI:7431","Tssa-2__Eamy__3215","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,535,0,0,1,535,1,535,0,1073,"GCF_012371685.1_ASM1237168v1"
"4979","NZ_JAAEVD010000017.1_88","D4I221","PHI:7083__PHI:7430","Tssf-2__Eamy__3214","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,589,0,0,1,589,1,589,0,1208,"GCF_012371685.1_ASM1237168v1"
"4980","NZ_JAAEVD010000017.1_89","D4I220","PHI:7085__PHI:7429","Tssg-2__Eamy__3213","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,360,0,0,1,360,1,360,1.17e-268,726,"GCF_012371685.1_ASM1237168v1"
"4981","NZ_JAAEVD010000026.1_32","A0A0F6B5P2","PHI:10052","Stm14_rs15195_(srla)","28901","Salmonella_enterica","unaffected_pathogenicity",86.8,182,24,0,1,182,1,182,1.91e-118,332,"GCF_012371685.1_ASM1237168v1"
"4982","NZ_JAAEVD010000026.1_35","A0A0F6B5P5","PHI:10055","Stm14_rs15210_(srld)","28901","Salmonella_enterica","unaffected_pathogenicity",81.5,259,48,0,1,259,1,259,1.55e-147,411,"GCF_012371685.1_ASM1237168v1"
"4983","NZ_JAAEVD010000035.1_1","D4I0P3","PHI:7392","Eamy__3004","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,468,0,0,1,468,1,468,0,899,"GCF_012371685.1_ASM1237168v1"
"4984","NZ_JAAEVD010000035.1_2","D4I0P4","PHI:7106__PHI:7393","Clpv-1__Eamy__3005","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,871,0,0,1,871,1,871,0,1670,"GCF_012371685.1_ASM1237168v1"
"4985","NZ_JAAEVD010000035.1_3","D4I0P5","PHI:7084__PHI:7394","Tssg-1__Eamy__3006","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,354,0,0,1,354,1,354,1.08e-270,731,"GCF_012371685.1_ASM1237168v1"
"4986","NZ_JAAEVD010000035.1_4","D4I0P6","PHI:7101__PHI:7395","Tssf-1__Eamy__3007","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,624,0,0,1,624,1,624,0,1243,"GCF_012371685.1_ASM1237168v1"
"4987","NZ_JAAEVD010000035.1_5","D4I0P7","PHI:7100__PHI:7396","Tsse-1__Eamy__3008","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,188,0,0,1,188,1,188,5.43e-138,381,"GCF_012371685.1_ASM1237168v1"
"4988","NZ_JAAEVD010000035.1_6","D4I0P8","PHI:7397","Eamy__3009","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,273,0,0,1,273,1,273,7.56e-203,552,"GCF_012371685.1_ASM1237168v1"
"4989","NZ_JAAEVD010000035.1_7","D4I0P9","PHI:7398","Eamy__3010","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,335,0,0,1,335,1,335,1.73e-246,668,"GCF_012371685.1_ASM1237168v1"
"4990","NZ_JAAEVD010000035.1_8","D4I0Q0","PHI:7399","Eamy__3011","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,264,0,0,1,264,1,264,3.19e-195,532,"GCF_012371685.1_ASM1237168v1"
"4991","NZ_JAAEVD010000035.1_9","D4I0Q1","PHI:7095__PHI:7400","Tagh-1__Eamy__3012","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",99.7,613,2,0,1,613,1,613,0,1108,"GCF_012371685.1_ASM1237168v1"
"4992","NZ_JAAEVD010000035.1_10","D4I0Q3","PHI:7402","Eamy__3014","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,122,0,0,1,122,1,122,1.43e-83,238,"GCF_012371685.1_ASM1237168v1"
"4993","NZ_JAAEVD010000035.1_11","D4I0Q4","PHI:7403","Eamy__3015","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,135,0,0,1,135,1,135,8.56e-98,275,"GCF_012371685.1_ASM1237168v1"
"4994","NZ_JAAEVD010000035.1_12","D4I0Q6","PHI:7405","Eamy__3017","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,122,0,0,1,122,1,122,8.61e-85,241,"GCF_012371685.1_ASM1237168v1"
"4995","NZ_JAAEVD010000035.1_13","D4I0Q7","PHI:7406","Eamy__3018","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,159,0,0,1,159,1,159,8.72e-123,340,"GCF_012371685.1_ASM1237168v1"
"4996","NZ_JAAEVD010000035.1_14","D4I0Q8","PHI:7107__PHI:7407","Hcp-1__Eamy__3019","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,160,0,0,1,160,1,160,9.77e-116,323,"GCF_012371685.1_ASM1237168v1"
"4997","NZ_JAAEVD010000035.1_15","D4I0Q9","PHI:7099__PHI:7408","Tssc-1__Eamy__3020","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,499,0,0,1,499,1,499,0,1009,"GCF_012371685.1_ASM1237168v1"
"4998","NZ_JAAEVD010000035.1_16","D4I0R0","PHI:7098__PHI:7409","Tssb-1__Eamy__3021","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,178,0,0,1,178,1,178,1.15e-125,349,"GCF_012371685.1_ASM1237168v1"
"4999","NZ_JAAEVD010000035.1_17","D4I0R1","PHI:7097__PHI:7410","Tssa-1__Eamy__3022","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,339,0,0,1,339,1,339,8.11e-238,646,"GCF_012371685.1_ASM1237168v1"
"5000","NZ_JAAEVD010000035.1_18","D4I0R2","PHI:7411","Eamy__3023","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,236,0,0,1,236,2,237,1.46e-184,503,"GCF_012371685.1_ASM1237168v1"
"5001","NZ_JAAEVD010000035.1_19","D4I0R3","PHI:7090__PHI:7412","Tssm-1__Eamy__3024","552","Erwinia_amylovora","reduced_virulence__effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,1210,0,0,1,1210,1,1210,0,2371,"GCF_012371685.1_ASM1237168v1"
"5002","NZ_JAAEVD010000035.1_20","D4I0R4","PHI:7103__PHI:7413","Tssl-1__Eamy__3025","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,413,0,0,1,413,1,413,1.92e-303,818,"GCF_012371685.1_ASM1237168v1"
"5003","NZ_JAAEVD010000035.1_21","D4I0R5","PHI:7087__PHI:7414","Tssk-1__Eamy__3026","552","Erwinia_amylovora","reduced_virulence__effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,447,0,0,1,447,1,447,0,895,"GCF_012371685.1_ASM1237168v1"
"5004","NZ_JAAEVD010000035.1_22","D4I0R6","PHI:7102__PHI:7415","Tssj-1__Eamy__3027","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,170,0,0,1,170,1,170,1.66e-121,338,"GCF_012371685.1_ASM1237168v1"
"5005","NZ_JAAEVD010000035.1_23","D4I0R7","PHI:7416","Eamy__3028","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,165,0,0,2,166,3,167,1.17e-117,328,"GCF_012371685.1_ASM1237168v1"
"5006","NZ_JAAEVW010000002.1_1","D4I220","PHI:7085__PHI:7429","Tssg-2__Eamy__3213","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,360,0,0,1,360,1,360,1.17e-268,726,"GCF_012371695.1_ASM1237169v1"
"5007","NZ_JAAEVW010000002.1_2","D4I221","PHI:7083__PHI:7430","Tssf-2__Eamy__3214","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,589,0,0,1,589,1,589,0,1208,"GCF_012371695.1_ASM1237169v1"
"5008","NZ_JAAEVW010000002.1_3","D4I222","PHI:7078__PHI:7431","Tssa-2__Eamy__3215","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,535,0,0,1,535,1,535,0,1073,"GCF_012371695.1_ASM1237169v1"
"5009","NZ_JAAEVW010000002.1_4","D4I223","PHI:7091__PHI:7432","Tssm-3__Eamy__3216","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,1123,0,0,1,1123,1,1123,0,2219,"GCF_012371695.1_ASM1237169v1"
"5010","NZ_JAAEVW010000002.1_5","D4I224","PHI:7433","Eamy__3217","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,402,0,0,14,415,1,402,6.25e-300,809,"GCF_012371695.1_ASM1237169v1"
"5011","NZ_JAAEVW010000002.1_6","D4I225","PHI:7434","Eamy__3218","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,89,0,0,1,89,1,89,2.58e-66,192,"GCF_012371695.1_ASM1237169v1"
"5012","NZ_JAAEVW010000002.1_7","D4I226","PHI:7435","Eamy__3219","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,176,0,0,1,176,4,179,5.46e-135,373,"GCF_012371695.1_ASM1237169v1"
"5013","NZ_JAAEVW010000002.1_8","D4I227","PHI:7093__PHI:7436","Vgrg-2__Eamy__3220","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,785,0,0,1,785,1,785,0,1519,"GCF_012371695.1_ASM1237169v1"
"5014","NZ_JAAEVW010000002.1_9","D4I228","PHI:7437","Eamy__3221","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,69,0,0,1,69,1,69,1.44e-45,138,"GCF_012371695.1_ASM1237169v1"
"5015","NZ_JAAEVW010000002.1_10","D4I229","PHI:7094__PHI:7438","Clpv-2__Eamy__3222","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,886,0,0,1,886,1,886,0,1707,"GCF_012371695.1_ASM1237169v1"
"5016","NZ_JAAEVW010000002.1_11","D4I230","PHI:7108__PHI:7439","Hcp-2__Eamy__3223","552","Erwinia_amylovora","effector_(plant_avirulence_determinant)__unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,163,0,0,1,163,1,163,6.85e-122,338,"GCF_012371695.1_ASM1237169v1"
"5017","NZ_JAAEVW010000002.1_12","D4I231","PHI:7440","Eamy__3224","552","Erwinia_amylovora","unaffected_pathogenicity__increased_virulence_(hypervirulence)__reduced_virulence",100,551,0,0,1,551,1,551,0,1097,"GCF_012371695.1_ASM1237169v1"
"5018","NZ_JAAEVW010000002.1_13","D4I232","PHI:7089__PHI:7441","Tssl-3__Eamy__3225","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,225,0,0,1,225,1,225,5.72e-165,452,"GCF_012371695.1_ASM1237169v1"
"5019","NZ_JAAEVW010000002.1_14","D4I233","PHI:7088__PHI:7442","Tssk-2__Eamy__3226","552","Erwinia_amylovora","reduced_virulence__unaffected_pathogenicity__increased_virulence_(hypervirulence)",100,449,0,0,1,449,1,449,0,895,"GCF_012371695.1_ASM1237169v1"
