"","contig_id","contig_length","provirus","proviral_length","gene_count","viral_genes","host_genes","checkv_quality","miuvig_quality","completeness","completeness_method","contamination","kmer_freq","warnings","Genome","contig_fasta","Genomefasta"
"1450","NZ_CP142230.1|provirus_3759349_3772670",13322,"No",NA,26,20,0,"Low-quality","Genome-fragment",40.16,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865665.1_ASM3686566v1","NZ_CP142230.1","CheckV/GCF_036865665.1"
"1451","NZ_CP142232.1|provirus_1232553_1273878",41326,"No",NA,70,26,3,"High-quality","High-quality",94.12,"AAI-based","(high-confidence)",0,"1.03","CheckV/GCF_036865675.1_ASM3686567v1","NZ_CP142232.1","CheckV/GCF_036865675.1"
"1452","NZ_CP142232.1|provirus_2596323_2607130",10808,"No",NA,16,10,0,"Low-quality","Genome-fragment",30.05,"AAI-based","(medium-confidence)",0,"1.01","CheckV/GCF_036865675.1_ASM3686567v1","NZ_CP142232.1","CheckV/GCF_036865675.1"
"1453","NZ_CP142232.1|provirus_3715529_3749785",34257,"No",NA,46,34,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865675.1_ASM3686567v1","NZ_CP142232.1","CheckV/GCF_036865675.1"
"1454","NZ_CP142232.1|provirus_3759347_3772368",13022,"No",NA,25,20,0,"Low-quality","Genome-fragment",39.26,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865675.1_ASM3686567v1","NZ_CP142232.1","CheckV/GCF_036865675.1"
"1455","NZ_CP142234.1|provirus_591034_611259",20226,"No",NA,24,2,0,"Low-quality","Genome-fragment",29.43,"AAI-based","(medium-confidence)",0,"1.02","CheckV/GCF_036865685.1_ASM3686568v1","NZ_CP142234.1","CheckV/GCF_036865685.1"
"1456","NZ_CP142234.1|provirus_1333901_1423744",89844,"No",NA,145,83,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865685.1_ASM3686568v1","NZ_CP142234.1","CheckV/GCF_036865685.1"
"1457","NZ_CP142234.1|provirus_1922435_1930362",7928,"No",NA,12,7,0,"Low-quality","Genome-fragment",19.13,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865685.1_ASM3686568v1","NZ_CP142234.1","CheckV/GCF_036865685.1"
"1458","NZ_CP142234.1|provirus_3284077_3324658",40582,"No",NA,68,25,3,"High-quality","High-quality",92.32,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865685.1_ASM3686568v1","NZ_CP142234.1","CheckV/GCF_036865685.1"
"1459","NZ_CP142234.1|provirus_3871022_3903753",32732,"No",NA,47,33,0,"High-quality","High-quality",99.98,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865685.1_ASM3686568v1","NZ_CP142234.1","CheckV/GCF_036865685.1"
"1460","NZ_CP142234.1|provirus_3913316_3926500",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865685.1_ASM3686568v1","NZ_CP142234.1","CheckV/GCF_036865685.1"
"1461","NZ_CP142236.1|provirus_1333888_1423724",89837,"No",NA,145,83,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865695.1_ASM3686569v1","NZ_CP142236.1","CheckV/GCF_036865695.1"
"1462","NZ_CP142236.1|provirus_1922427_1930354",7928,"No",NA,12,7,0,"Low-quality","Genome-fragment",19.13,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865695.1_ASM3686569v1","NZ_CP142236.1","CheckV/GCF_036865695.1"
"1463","NZ_CP142236.1|provirus_3284087_3324667",40581,"No",NA,67,24,3,"High-quality","High-quality",92.29,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865695.1_ASM3686569v1","NZ_CP142236.1","CheckV/GCF_036865695.1"
"1464","NZ_CP142236.1|provirus_3871000_3903732",32733,"No",NA,46,31,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865695.1_ASM3686569v1","NZ_CP142236.1","CheckV/GCF_036865695.1"
"1465","NZ_CP142236.1|provirus_3913295_3926479",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865695.1_ASM3686569v1","NZ_CP142236.1","CheckV/GCF_036865695.1"
"1466","NZ_CP142238.1|provirus_590777_611248",20472,"No",NA,25,2,0,"Low-quality","Genome-fragment",29.78,"AAI-based","(medium-confidence)",0,"1.02","CheckV/GCF_036865705.1_ASM3686570v1","NZ_CP142238.1","CheckV/GCF_036865705.1"
"1467","NZ_CP142238.1|provirus_1333873_1423711",89839,"No",NA,145,83,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865705.1_ASM3686570v1","NZ_CP142238.1","CheckV/GCF_036865705.1"
"1468","NZ_CP142238.1|provirus_1922399_1930325",7927,"No",NA,13,7,0,"Low-quality","Genome-fragment",19.13,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865705.1_ASM3686570v1","NZ_CP142238.1","CheckV/GCF_036865705.1"
"1469","NZ_CP142238.1|provirus_3284008_3324583",40576,"No",NA,68,25,3,"High-quality","High-quality",94.36,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865705.1_ASM3686570v1","NZ_CP142238.1","CheckV/GCF_036865705.1"
"1470","NZ_CP142238.1|provirus_3870904_3903629",32726,"No",NA,47,32,0,"High-quality","High-quality",99.97,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865705.1_ASM3686570v1","NZ_CP142238.1","CheckV/GCF_036865705.1"
"1471","NZ_CP142238.1|provirus_3913191_3926374",13184,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.63,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865705.1_ASM3686570v1","NZ_CP142238.1","CheckV/GCF_036865705.1"
"1472","NZ_CP142239.1|provirus_591057_611285",20229,"No",NA,24,2,0,"Low-quality","Genome-fragment",29.43,"AAI-based","(medium-confidence)",0,"1.02","CheckV/GCF_036865715.1_ASM3686571v1","NZ_CP142239.1","CheckV/GCF_036865715.1"
"1473","NZ_CP142239.1|provirus_1333926_1423767",89842,"No",NA,144,82,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865715.1_ASM3686571v1","NZ_CP142239.1","CheckV/GCF_036865715.1"
"1474","NZ_CP142239.1|provirus_1922862_1930395",7534,"No",NA,11,7,0,"Low-quality","Genome-fragment",18.18,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865715.1_ASM3686571v1","NZ_CP142239.1","CheckV/GCF_036865715.1"
"1475","NZ_CP142239.1|provirus_3284117_3324697",40581,"No",NA,67,25,3,"High-quality","High-quality",92.3,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865715.1_ASM3686571v1","NZ_CP142239.1","CheckV/GCF_036865715.1"
"1476","NZ_CP142239.1|provirus_3871041_3903770",32730,"No",NA,49,31,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865715.1_ASM3686571v1","NZ_CP142239.1","CheckV/GCF_036865715.1"
"1477","NZ_CP142239.1|provirus_3913333_3926517",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865715.1_ASM3686571v1","NZ_CP142239.1","CheckV/GCF_036865715.1"
"1478","NZ_CP142241.1|provirus_591044_611272",20229,"No",NA,24,2,0,"Low-quality","Genome-fragment",29.43,"AAI-based","(medium-confidence)",0,"1.02","CheckV/GCF_036865725.1_ASM3686572v1","NZ_CP142241.1","CheckV/GCF_036865725.1"
"1479","NZ_CP142241.1|provirus_1333924_1423763",89840,"No",NA,145,83,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865725.1_ASM3686572v1","NZ_CP142241.1","CheckV/GCF_036865725.1"
"1480","NZ_CP142241.1|provirus_1922862_1930395",7534,"No",NA,11,7,0,"Low-quality","Genome-fragment",18.18,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865725.1_ASM3686572v1","NZ_CP142241.1","CheckV/GCF_036865725.1"
"1481","NZ_CP142241.1|provirus_3284094_3324676",40583,"No",NA,66,24,3,"High-quality","High-quality",92.29,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865725.1_ASM3686572v1","NZ_CP142241.1","CheckV/GCF_036865725.1"
"1482","NZ_CP142241.1|provirus_3871035_3903766",32732,"No",NA,46,31,0,"High-quality","High-quality",99.97,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865725.1_ASM3686572v1","NZ_CP142241.1","CheckV/GCF_036865725.1"
"1483","NZ_CP142241.1|provirus_3913329_3926513",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865725.1_ASM3686572v1","NZ_CP142241.1","CheckV/GCF_036865725.1"
"1484","NZ_CP142243.1|provirus_591044_611270",20227,"No",NA,24,2,0,"Low-quality","Genome-fragment",29.43,"AAI-based","(medium-confidence)",0,"1.02","CheckV/GCF_036865735.1_ASM3686573v1","NZ_CP142243.1","CheckV/GCF_036865735.1"
"1485","NZ_CP142243.1|provirus_1333935_1423773",89839,"No",NA,145,83,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865735.1_ASM3686573v1","NZ_CP142243.1","CheckV/GCF_036865735.1"
"1486","NZ_CP142243.1|provirus_1922468_1930395",7928,"No",NA,12,7,0,"Low-quality","Genome-fragment",19.13,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865735.1_ASM3686573v1","NZ_CP142243.1","CheckV/GCF_036865735.1"
"1487","NZ_CP142243.1|provirus_3284128_3324709",40582,"No",NA,68,24,3,"High-quality","High-quality",92.4,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865735.1_ASM3686573v1","NZ_CP142243.1","CheckV/GCF_036865735.1"
"1488","NZ_CP142243.1|provirus_3871069_3903800",32732,"No",NA,47,32,0,"High-quality","High-quality",99.98,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865735.1_ASM3686573v1","NZ_CP142243.1","CheckV/GCF_036865735.1"
"1489","NZ_CP142243.1|provirus_3913363_3926547",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865735.1_ASM3686573v1","NZ_CP142243.1","CheckV/GCF_036865735.1"
"1490","NZ_CP142245.1|provirus_1333712_1423549",89838,"No",NA,142,81,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865745.1_ASM3686574v1","NZ_CP142245.1","CheckV/GCF_036865745.1"
"1491","NZ_CP142245.1|provirus_1922681_1930215",7535,"No",NA,11,6,0,"Low-quality","Genome-fragment",21.11,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865745.1_ASM3686574v1","NZ_CP142245.1","CheckV/GCF_036865745.1"
"1492","NZ_CP142245.1|provirus_3284031_3324608",40578,"No",NA,69,25,3,"High-quality","High-quality",97.09,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865745.1_ASM3686574v1","NZ_CP142245.1","CheckV/GCF_036865745.1"
"1493","NZ_CP142245.1|provirus_3871003_3903736",32734,"No",NA,45,31,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865745.1_ASM3686574v1","NZ_CP142245.1","CheckV/GCF_036865745.1"
"1494","NZ_CP142245.1|provirus_3913300_3926485",13186,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865745.1_ASM3686574v1","NZ_CP142245.1","CheckV/GCF_036865745.1"
"1495","NZ_CP142248.1|provirus_391503_412347",20845,"Yes",16344,26,9,4,"Low-quality","Genome-fragment",37.63,"AAI-based","(medium-confidence)",21.59,"1","CheckV/GCF_036865755.1_ASM3686575v1","NZ_CP142248.1","CheckV/GCF_036865755.1"
"1496","NZ_CP142248.1|provirus_1248650_1289973",41324,"No",NA,69,25,3,"High-quality","High-quality",98.78,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865755.1_ASM3686575v1","NZ_CP142248.1","CheckV/GCF_036865755.1"
"1497","NZ_CP142248.1|provirus_2612827_2623563",10737,"No",NA,14,9,0,"Low-quality","Genome-fragment",30.33,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865755.1_ASM3686575v1","NZ_CP142248.1","CheckV/GCF_036865755.1"
"1498","NZ_CP142248.1|provirus_3139596_3184871",45276,"No",NA,80,48,0,"High-quality","High-quality",92.1,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865755.1_ASM3686575v1","NZ_CP142248.1","CheckV/GCF_036865755.1"
"1499","NZ_CP142248.1|provirus_3782292_3795314",13023,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.1,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865755.1_ASM3686575v1","NZ_CP142248.1","CheckV/GCF_036865755.1"
"1500","NZ_CP142249.1|provirus_391516_412363",20848,"Yes",16346,26,9,4,"Low-quality","Genome-fragment",37.63,"AAI-based","(medium-confidence)",21.59,"1","CheckV/GCF_036865765.1_ASM3686576v1","NZ_CP142249.1","CheckV/GCF_036865765.1"
"1501","NZ_CP142249.1|provirus_1248681_1290008",41328,"No",NA,66,24,3,"High-quality","High-quality",93.99,"AAI-based","(high-confidence)",0,"1.03","CheckV/GCF_036865765.1_ASM3686576v1","NZ_CP142249.1","CheckV/GCF_036865765.1"
"1502","NZ_CP142249.1|provirus_2612885_2623619",10735,"No",NA,16,10,0,"Low-quality","Genome-fragment",29.85,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865765.1_ASM3686576v1","NZ_CP142249.1","CheckV/GCF_036865765.1"
"1503","NZ_CP142249.1|provirus_3139668_3184946",45279,"No",NA,79,49,0,"High-quality","High-quality",92.11,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865765.1_ASM3686576v1","NZ_CP142249.1","CheckV/GCF_036865765.1"
"1504","NZ_CP142249.1|provirus_3782374_3795558",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865765.1_ASM3686576v1","NZ_CP142249.1","CheckV/GCF_036865765.1"
"1505","NZ_CP142250.1|provirus_391520_412367",20848,"Yes",16345,26,9,4,"Low-quality","Genome-fragment",37.63,"AAI-based","(medium-confidence)",21.6,"1","CheckV/GCF_036865775.1_ASM3686577v1","NZ_CP142250.1","CheckV/GCF_036865775.1"
"1506","NZ_CP142250.1|provirus_1248666_1289941",41276,"No",NA,66,23,3,"High-quality","High-quality",93.78,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865775.1_ASM3686577v1","NZ_CP142250.1","CheckV/GCF_036865775.1"
"1507","NZ_CP142250.1|provirus_2612852_2623193",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865775.1_ASM3686577v1","NZ_CP142250.1","CheckV/GCF_036865775.1"
"1508","NZ_CP142250.1|provirus_3139627_3184907",45281,"No",NA,79,49,0,"High-quality","High-quality",92.12,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865775.1_ASM3686577v1","NZ_CP142250.1","CheckV/GCF_036865775.1"
"1509","NZ_CP142250.1|provirus_3782337_3795521",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865775.1_ASM3686577v1","NZ_CP142250.1","CheckV/GCF_036865775.1"
"1510","NZ_CP142251.1|provirus_391471_412316",20846,"Yes",16343,27,9,4,"Low-quality","Genome-fragment",37.26,"AAI-based","(medium-confidence)",21.6,"1","CheckV/GCF_036865785.1_ASM3686578v1","NZ_CP142251.1","CheckV/GCF_036865785.1"
"1511","NZ_CP142251.1|provirus_1248612_1289939",41328,"No",NA,68,24,3,"High-quality","High-quality",93.99,"AAI-based","(high-confidence)",0,"1.03","CheckV/GCF_036865785.1_ASM3686578v1","NZ_CP142251.1","CheckV/GCF_036865785.1"
"1512","NZ_CP142251.1|provirus_2612820_2623161",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865785.1_ASM3686578v1","NZ_CP142251.1","CheckV/GCF_036865785.1"
"1513","NZ_CP142251.1|provirus_3139584_3184860",45277,"No",NA,79,49,0,"High-quality","High-quality",92.1,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865785.1_ASM3686578v1","NZ_CP142251.1","CheckV/GCF_036865785.1"
"1514","NZ_CP142251.1|provirus_3782269_3795452",13184,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865785.1_ASM3686578v1","NZ_CP142251.1","CheckV/GCF_036865785.1"
"1515","NZ_CP142252.1|provirus_392627_412357",19731,"Yes",16343,25,9,3,"Low-quality","Genome-fragment",37.26,"AAI-based","(medium-confidence)",17.17,"1","CheckV/GCF_036865795.1_ASM3686579v1","NZ_CP142252.1","CheckV/GCF_036865795.1"
"1516","NZ_CP142252.1|provirus_1248659_1289988",41330,"No",NA,68,24,3,"High-quality","High-quality",93.97,"AAI-based","(high-confidence)",0,"1.03","CheckV/GCF_036865795.1_ASM3686579v1","NZ_CP142252.1","CheckV/GCF_036865795.1"
"1517","NZ_CP142252.1|provirus_2612893_2623235",10343,"No",NA,15,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865795.1_ASM3686579v1","NZ_CP142252.1","CheckV/GCF_036865795.1"
"1518","NZ_CP142252.1|provirus_3139675_3184953",45279,"No",NA,79,49,0,"High-quality","High-quality",92.11,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865795.1_ASM3686579v1","NZ_CP142252.1","CheckV/GCF_036865795.1"
"1519","NZ_CP142252.1|provirus_3782392_3795414",13023,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.1,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865795.1_ASM3686579v1","NZ_CP142252.1","CheckV/GCF_036865795.1"
"1520","NZ_CP142253.1|provirus_391501_412345",20845,"Yes",16344,26,9,4,"Low-quality","Genome-fragment",37.26,"AAI-based","(medium-confidence)",21.59,"1","CheckV/GCF_036865805.1_ASM3686580v1","NZ_CP142253.1","CheckV/GCF_036865805.1"
"1521","NZ_CP142253.1|provirus_1248667_1289987",41321,"No",NA,69,26,3,"High-quality","High-quality",94.11,"AAI-based","(high-confidence)",0,"1.02","CheckV/GCF_036865805.1_ASM3686580v1","NZ_CP142253.1","CheckV/GCF_036865805.1"
"1522","NZ_CP142253.1|provirus_2612860_2623593",10734,"No",NA,16,10,0,"Low-quality","Genome-fragment",29.85,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865805.1_ASM3686580v1","NZ_CP142253.1","CheckV/GCF_036865805.1"
"1523","NZ_CP142253.1|provirus_3139613_3184888",45276,"No",NA,79,49,0,"High-quality","High-quality",92.09,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865805.1_ASM3686580v1","NZ_CP142253.1","CheckV/GCF_036865805.1"
"1524","NZ_CP142253.1|provirus_3782311_3795332",13022,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.12,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865805.1_ASM3686580v1","NZ_CP142253.1","CheckV/GCF_036865805.1"
"1525","NZ_CP142254.1|provirus_391487_412334",20848,"Yes",16345,26,9,4,"Low-quality","Genome-fragment",37.26,"AAI-based","(medium-confidence)",21.6,"1","CheckV/GCF_036865815.1_ASM3686581v1","NZ_CP142254.1","CheckV/GCF_036865815.1"
"1526","NZ_CP142254.1|provirus_1248618_1289939",41322,"No",NA,68,25,3,"High-quality","High-quality",94.08,"AAI-based","(high-confidence)",0,"1.03","CheckV/GCF_036865815.1_ASM3686581v1","NZ_CP142254.1","CheckV/GCF_036865815.1"
"1527","NZ_CP142254.1|provirus_2612827_2623169",10343,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865815.1_ASM3686581v1","NZ_CP142254.1","CheckV/GCF_036865815.1"
"1528","NZ_CP142254.1|provirus_3139605_3184879",45275,"No",NA,79,48,0,"High-quality","High-quality",91.22,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865815.1_ASM3686581v1","NZ_CP142254.1","CheckV/GCF_036865815.1"
"1529","NZ_CP142254.1|provirus_3782308_3795630",13323,"No",NA,25,19,0,"Low-quality","Genome-fragment",40,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865815.1_ASM3686581v1","NZ_CP142254.1","CheckV/GCF_036865815.1"
"1530","NZ_CP142255.1|provirus_391473_412316",20844,"Yes",16342,27,9,4,"Low-quality","Genome-fragment",37.26,"AAI-based","(medium-confidence)",21.6,"1","CheckV/GCF_036865825.1_ASM3686582v1","NZ_CP142255.1","CheckV/GCF_036865825.1"
"1531","NZ_CP142255.1|provirus_1248557_1289878",41322,"No",NA,68,25,3,"High-quality","High-quality",94.11,"AAI-based","(high-confidence)",0,"1.03","CheckV/GCF_036865825.1_ASM3686582v1","NZ_CP142255.1","CheckV/GCF_036865825.1"
"1532","NZ_CP142255.1|provirus_2612718_2623059",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865825.1_ASM3686582v1","NZ_CP142255.1","CheckV/GCF_036865825.1"
"1533","NZ_CP142255.1|provirus_3139468_3184743",45276,"No",NA,79,49,0,"High-quality","High-quality",92.1,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865825.1_ASM3686582v1","NZ_CP142255.1","CheckV/GCF_036865825.1"
"1534","NZ_CP142255.1|provirus_3782152_3795334",13183,"No",NA,25,20,0,"Low-quality","Genome-fragment",39.88,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865825.1_ASM3686582v1","NZ_CP142255.1","CheckV/GCF_036865825.1"
"1535","NZ_CP142256.1|provirus_1223270_1313152",89883,"No",NA,151,86,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865835.1_ASM3686583v1","NZ_CP142256.1","CheckV/GCF_036865835.1"
"1536","NZ_CP142256.1|provirus_1755233_1805448",50216,"No",NA,79,48,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865835.1_ASM3686583v1","NZ_CP142256.1","CheckV/GCF_036865835.1"
"1537","NZ_CP142256.1|provirus_1872448_1882789",10342,"No",NA,14,10,0,"Low-quality","Genome-fragment",28.76,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865835.1_ASM3686583v1","NZ_CP142256.1","CheckV/GCF_036865835.1"
"1538","NZ_CP142256.1|provirus_3793227_3806411",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865835.1_ASM3686583v1","NZ_CP142256.1","CheckV/GCF_036865835.1"
"1539","NZ_CP142257.1|provirus_1223237_1313119",89883,"No",NA,151,85,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865845.1_ASM3686584v1","NZ_CP142257.1","CheckV/GCF_036865845.1"
"1540","NZ_CP142257.1|provirus_1754405_1804616",50212,"No",NA,80,49,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865845.1_ASM3686584v1","NZ_CP142257.1","CheckV/GCF_036865845.1"
"1541","NZ_CP142257.1|provirus_1870888_1881953",11066,"No",NA,15,10,0,"Low-quality","Genome-fragment",30.77,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865845.1_ASM3686584v1","NZ_CP142257.1","CheckV/GCF_036865845.1"
"1542","NZ_CP142257.1|provirus_3792313_3805497",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865845.1_ASM3686584v1","NZ_CP142257.1","CheckV/GCF_036865845.1"
"1543","NZ_CP142259.1|provirus_1223262_1313145",89884,"No",NA,150,85,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865855.1_ASM3686585v1","NZ_CP142259.1","CheckV/GCF_036865855.1"
"1544","NZ_CP142259.1|provirus_1754452_1804666",50215,"No",NA,80,48,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865855.1_ASM3686585v1","NZ_CP142259.1","CheckV/GCF_036865855.1"
"1545","NZ_CP142259.1|provirus_1870937_1882001",11065,"No",NA,15,10,0,"Low-quality","Genome-fragment",30.77,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865855.1_ASM3686585v1","NZ_CP142259.1","CheckV/GCF_036865855.1"
"1546","NZ_CP142259.1|provirus_3792417_3805601",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865855.1_ASM3686585v1","NZ_CP142259.1","CheckV/GCF_036865855.1"
"1547","NZ_CP142263.1|provirus_1223229_1313111",89883,"No",NA,150,85,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865875.1_ASM3686587v1","NZ_CP142263.1","CheckV/GCF_036865875.1"
"1548","NZ_CP142263.1|provirus_1754419_1804625",50207,"No",NA,78,48,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865875.1_ASM3686587v1","NZ_CP142263.1","CheckV/GCF_036865875.1"
"1549","NZ_CP142263.1|provirus_1871626_1881968",10343,"No",NA,13,9,0,"Low-quality","Genome-fragment",29.22,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865875.1_ASM3686587v1","NZ_CP142263.1","CheckV/GCF_036865875.1"
"1550","NZ_CP142263.1|provirus_3792359_3805543",13185,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865875.1_ASM3686587v1","NZ_CP142263.1","CheckV/GCF_036865875.1"
"1551","NZ_CP142265.1|provirus_1223180_1313062",89883,"No",NA,151,85,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865885.1_ASM3686588v1","NZ_CP142265.1","CheckV/GCF_036865885.1"
"1552","NZ_CP142265.1|provirus_1754345_1804556",50212,"No",NA,80,48,1,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_036865885.1_ASM3686588v1","NZ_CP142265.1","CheckV/GCF_036865885.1"
"1553","NZ_CP142265.1|provirus_1871151_1881887",10737,"No",NA,15,10,0,"Low-quality","Genome-fragment",29.85,"AAI-based","(medium-confidence)",0,"1","CheckV/GCF_036865885.1_ASM3686588v1","NZ_CP142265.1","CheckV/GCF_036865885.1"
"1554","NZ_CP142265.1|provirus_3792176_3805359",13184,"No",NA,24,19,0,"Low-quality","Genome-fragment",39.59,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865885.1_ASM3686588v1","NZ_CP142265.1","CheckV/GCF_036865885.1"
"1555","NZ_CP142267.1|provirus_1173409_1263292",89884,"No",NA,151,85,0,"High-quality","High-quality",100,"AAI-based","(high-confidence)",0,"1.01","CheckV/GCF_036865895.1_ASM3686589v1","NZ_CP142267.1","CheckV/GCF_036865895.1"
