"","sys_id","type","subtype","activity","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","Genome"
"3122","NZ_VFIJ01000003.1_Gao_Tmn_1","Gao_Tmn","Gao_Tmn","Defense","NZ_VFIJ01000003.1_219","NZ_VFIJ01000003.1_219","NZ_VFIJ01000003.1_219",1,"Gao_Tmn__TmnA","GCF_025388825.1"
"3123","NZ_VFIJ01000003.1_PD-T4-3_2","PD-T4-3","PD-T4-3","Defense","NZ_VFIJ01000003.1_228","NZ_VFIJ01000003.1_228","NZ_VFIJ01000003.1_228",1,"PD-T4-3__PD-T4-3","GCF_025388825.1"
"3124","NZ_VFIJ01000003.1_Wadjet_I_6","Wadjet","Wadjet_I","Defense","NZ_VFIJ01000003.1_305","NZ_VFIJ01000003.1_308","NZ_VFIJ01000003.1_305,NZ_VFIJ01000003.1_306,NZ_VFIJ01000003.1_307,NZ_VFIJ01000003.1_308",4,"Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I","GCF_025388825.1"
"3125","NZ_VFIJ01000003.1_SanaTA_3","SanaTA","SanaTA","Defense","NZ_VFIJ01000003.1_310","NZ_VFIJ01000003.1_311","NZ_VFIJ01000003.1_310,NZ_VFIJ01000003.1_311",2,"SanaTA__SanaA,SanaTA__SanaT_1","GCF_025388825.1"
"3126","NZ_VFIJ01000003.1_Shango_4","Shango","Shango","Defense","NZ_VFIJ01000003.1_313","NZ_VFIJ01000003.1_315","NZ_VFIJ01000003.1_313,NZ_VFIJ01000003.1_314,NZ_VFIJ01000003.1_315",3,"Shango__SngA,Shango__SngB,Shango__SngC","GCF_025388825.1"
"3127","NZ_VFIJ01000004.1_Septu_15","Septu","Septu","Defense","NZ_VFIJ01000004.1_300","NZ_VFIJ01000004.1_301","NZ_VFIJ01000004.1_300,NZ_VFIJ01000004.1_301",2,"Septu__PtuA_2,Septu__PtuB_2","GCF_025388825.1"
"3128","NZ_VFIJ01000007.1_BREX_I_12","BREX","BREX_I","Defense","NZ_VFIJ01000007.1_163","NZ_VFIJ01000007.1_168","NZ_VFIJ01000007.1_163,NZ_VFIJ01000007.1_164,NZ_VFIJ01000007.1_165,NZ_VFIJ01000007.1_166,NZ_VFIJ01000007.1_167,NZ_VFIJ01000007.1_168",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA","GCF_025388825.1"
"3129","NZ_VFIH01000013.1_CAS_Class1-Subtype-I-F_15","Cas","CAS_Class1-Subtype-I-F","Defense","NZ_VFIH01000013.1_6","NZ_VFIH01000013.1_12","NZ_VFIH01000013.1_6,NZ_VFIH01000013.1_7,NZ_VFIH01000013.1_9,NZ_VFIH01000013.1_10,NZ_VFIH01000013.1_11,NZ_VFIH01000013.1_12",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_2,cas7f_I-F_2,cas8f_I-F_4","GCF_025388845.1"
"3130","NZ_VFIH01000017.1_MazEF_10","MazEF","MazEF","Defense","NZ_VFIH01000017.1_16","NZ_VFIH01000017.1_17","NZ_VFIH01000017.1_16,NZ_VFIH01000017.1_17",2,"MazEF__MazE,MazEF__MazF","GCF_025388845.1"
"3131","NZ_VFIH01000001.1_MazEF_8","MazEF","MazEF","Defense","NZ_VFIH01000001.1_155","NZ_VFIH01000001.1_156","NZ_VFIH01000001.1_155,NZ_VFIH01000001.1_156",2,"MazEF__MazE,MazEF__MazF","GCF_025388845.1"
"3132","NZ_VFIH01000001.1_RloC_9","RloC","RloC","Defense","NZ_VFIH01000001.1_480","NZ_VFIH01000001.1_480","NZ_VFIH01000001.1_480",1,"RloC__RloC","GCF_025388845.1"
"3133","NZ_VFIH01000001.1_GAPS2_7","GAPS2","GAPS2","Defense","NZ_VFIH01000001.1_524","NZ_VFIH01000001.1_524","NZ_VFIH01000001.1_524",1,"GAPS2__GAPS2","GCF_025388845.1"
"3134","NZ_VFIH01000022.1_AbiD_13","AbiD","AbiD","Defense","NZ_VFIH01000022.1_16","NZ_VFIH01000022.1_16","NZ_VFIH01000022.1_16",1,"AbiD__AbiD","GCF_025388845.1"
"3135","NZ_VFIH01000004.1_Shango_4","Shango","Shango","Defense","NZ_VFIH01000004.1_177","NZ_VFIH01000004.1_179","NZ_VFIH01000004.1_177,NZ_VFIH01000004.1_178,NZ_VFIH01000004.1_179",3,"Shango__SngA,Shango__SngB,Shango__SngC","GCF_025388845.1"
"3136","NZ_VFIH01000004.1_SanaTA_3","SanaTA","SanaTA","Defense","NZ_VFIH01000004.1_181","NZ_VFIH01000004.1_182","NZ_VFIH01000004.1_181,NZ_VFIH01000004.1_182",2,"SanaTA__SanaA,SanaTA__SanaT_1","GCF_025388845.1"
"3137","NZ_VFIH01000004.1_Wadjet_I_6","Wadjet","Wadjet_I","Defense","NZ_VFIH01000004.1_184","NZ_VFIH01000004.1_187","NZ_VFIH01000004.1_184,NZ_VFIH01000004.1_185,NZ_VFIH01000004.1_186,NZ_VFIH01000004.1_187",4,"Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I","GCF_025388845.1"
"3138","NZ_VFIH01000004.1_PD-T4-3_2","PD-T4-3","PD-T4-3","Defense","NZ_VFIH01000004.1_266","NZ_VFIH01000004.1_266","NZ_VFIH01000004.1_266",1,"PD-T4-3__PD-T4-3","GCF_025388845.1"
"3139","NZ_VFIH01000004.1_Gao_Tmn_1","Gao_Tmn","Gao_Tmn","Defense","NZ_VFIH01000004.1_275","NZ_VFIH01000004.1_275","NZ_VFIH01000004.1_275",1,"Gao_Tmn__TmnA","GCF_025388845.1"
"3140","NZ_VFIH01000005.1_BREX_I_12","BREX","BREX_I","Defense","NZ_VFIH01000005.1_162","NZ_VFIH01000005.1_167","NZ_VFIH01000005.1_162,NZ_VFIH01000005.1_163,NZ_VFIH01000005.1_164,NZ_VFIH01000005.1_165,NZ_VFIH01000005.1_166,NZ_VFIH01000005.1_167",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA","GCF_025388845.1"
"3141","NZ_VFIH01000006.1_Septu_14","Septu","Septu","Defense","NZ_VFIH01000006.1_38","NZ_VFIH01000006.1_39","NZ_VFIH01000006.1_38,NZ_VFIH01000006.1_39",2,"Septu__PtuA_2,Septu__PtuB_2","GCF_025388845.1"
"3142","NZ_VFII01000014.1_CAS_Class1-Subtype-I-F_15","Cas","CAS_Class1-Subtype-I-F","Defense","NZ_VFII01000014.1_89","NZ_VFII01000014.1_95","NZ_VFII01000014.1_89,NZ_VFII01000014.1_90,NZ_VFII01000014.1_91,NZ_VFII01000014.1_92,NZ_VFII01000014.1_94,NZ_VFII01000014.1_95",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_2,cas7f_I-F_2,cas8f_I-F_4","GCF_025388855.1"
"3143","NZ_VFII01000018.1_PARIS_I_14","Paris","PARIS_I","Defense","NZ_VFII01000018.1_8","NZ_VFII01000018.1_9","NZ_VFII01000018.1_8,NZ_VFII01000018.1_9",2,"Paris_I__AriA_AAA15,Paris_I__AriB_DUF4435_I","GCF_025388855.1"
"3144","NZ_VFII01000001.1_MazEF_11","MazEF","MazEF","Defense","NZ_VFII01000001.1_154","NZ_VFII01000001.1_155","NZ_VFII01000001.1_154,NZ_VFII01000001.1_155",2,"MazEF__MazE,MazEF__MazF","GCF_025388855.1"
"3145","NZ_VFII01000001.1_RloC_12","RloC","RloC","Defense","NZ_VFII01000001.1_477","NZ_VFII01000001.1_477","NZ_VFII01000001.1_477",1,"RloC__RloC","GCF_025388855.1"
"3146","NZ_VFII01000001.1_GAPS2_10","GAPS2","GAPS2","Defense","NZ_VFII01000001.1_522","NZ_VFII01000001.1_522","NZ_VFII01000001.1_522",1,"GAPS2__GAPS2","GCF_025388855.1"
"3147","NZ_VFII01000023.1_AbiD_1","AbiD","AbiD","Defense","NZ_VFII01000023.1_13","NZ_VFII01000023.1_13","NZ_VFII01000023.1_13",1,"AbiD__AbiD","GCF_025388855.1"
"3148","NZ_VFII01000002.1_Gao_Tmn_4","Gao_Tmn","Gao_Tmn","Defense","NZ_VFII01000002.1_219","NZ_VFII01000002.1_219","NZ_VFII01000002.1_219",1,"Gao_Tmn__TmnA","GCF_025388855.1"
"3149","NZ_VFII01000002.1_PD-T4-3_5","PD-T4-3","PD-T4-3","Defense","NZ_VFII01000002.1_228","NZ_VFII01000002.1_228","NZ_VFII01000002.1_228",1,"PD-T4-3__PD-T4-3","GCF_025388855.1"
"3150","NZ_VFII01000002.1_Wadjet_I_9","Wadjet","Wadjet_I","Defense","NZ_VFII01000002.1_305","NZ_VFII01000002.1_308","NZ_VFII01000002.1_305,NZ_VFII01000002.1_306,NZ_VFII01000002.1_307,NZ_VFII01000002.1_308",4,"Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I","GCF_025388855.1"
"3151","NZ_VFII01000002.1_SanaTA_6","SanaTA","SanaTA","Defense","NZ_VFII01000002.1_310","NZ_VFII01000002.1_311","NZ_VFII01000002.1_310,NZ_VFII01000002.1_311",2,"SanaTA__SanaA,SanaTA__SanaT_1","GCF_025388855.1"
"3152","NZ_VFII01000002.1_Shango_7","Shango","Shango","Defense","NZ_VFII01000002.1_313","NZ_VFII01000002.1_315","NZ_VFII01000002.1_313,NZ_VFII01000002.1_314,NZ_VFII01000002.1_315",3,"Shango__SngA,Shango__SngB,Shango__SngC","GCF_025388855.1"
"3153","NZ_VFII01000005.1_BREX_I_3","BREX","BREX_I","Defense","NZ_VFII01000005.1_133","NZ_VFII01000005.1_138","NZ_VFII01000005.1_133,NZ_VFII01000005.1_134,NZ_VFII01000005.1_135,NZ_VFII01000005.1_136,NZ_VFII01000005.1_137,NZ_VFII01000005.1_138",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA","GCF_025388855.1"
"3154","NZ_VFII01000006.1_Septu_13","Septu","Septu","Defense","NZ_VFII01000006.1_299","NZ_VFII01000006.1_300","NZ_VFII01000006.1_299,NZ_VFII01000006.1_300",2,"Septu__PtuA_2,Septu__PtuB_2","GCF_025388855.1"
"3155","NZ_VFIG01000014.1_CAS_Class1-Subtype-I-F_15","Cas","CAS_Class1-Subtype-I-F","Defense","NZ_VFIG01000014.1_6","NZ_VFIG01000014.1_12","NZ_VFIG01000014.1_6,NZ_VFIG01000014.1_7,NZ_VFIG01000014.1_9,NZ_VFIG01000014.1_10,NZ_VFIG01000014.1_11,NZ_VFIG01000014.1_12",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_2,cas7f_I-F_2,cas8f_I-F_4","GCF_025388925.1"
"3156","NZ_VFIG01000019.1_PARIS_I_5","Paris","PARIS_I","Defense","NZ_VFIG01000019.1_32","NZ_VFIG01000019.1_33","NZ_VFIG01000019.1_32,NZ_VFIG01000019.1_33",2,"Paris_I__AriA_AAA15,Paris_I__AriB_DUF4435_I","GCF_025388925.1"
"3157","NZ_VFIG01000001.1_MazEF_2","MazEF","MazEF","Defense","NZ_VFIG01000001.1_155","NZ_VFIG01000001.1_156","NZ_VFIG01000001.1_155,NZ_VFIG01000001.1_156",2,"MazEF__MazE,MazEF__MazF","GCF_025388925.1"
"3158","NZ_VFIG01000001.1_RloC_3","RloC","RloC","Defense","NZ_VFIG01000001.1_480","NZ_VFIG01000001.1_480","NZ_VFIG01000001.1_480",1,"RloC__RloC","GCF_025388925.1"
"3159","NZ_VFIG01000001.1_GAPS2_1","GAPS2","GAPS2","Defense","NZ_VFIG01000001.1_525","NZ_VFIG01000001.1_525","NZ_VFIG01000001.1_525",1,"GAPS2__GAPS2","GCF_025388925.1"
"3160","NZ_VFIG01000024.1_AbiD_4","AbiD","AbiD","Defense","NZ_VFIG01000024.1_13","NZ_VFIG01000024.1_13","NZ_VFIG01000024.1_13",1,"AbiD__AbiD","GCF_025388925.1"
"3161","NZ_VFIG01000003.1_Shango_9","Shango","Shango","Defense","NZ_VFIG01000003.1_178","NZ_VFIG01000003.1_180","NZ_VFIG01000003.1_178,NZ_VFIG01000003.1_179,NZ_VFIG01000003.1_180",3,"Shango__SngA,Shango__SngB,Shango__SngC","GCF_025388925.1"
"3162","NZ_VFIG01000003.1_SanaTA_8","SanaTA","SanaTA","Defense","NZ_VFIG01000003.1_182","NZ_VFIG01000003.1_183","NZ_VFIG01000003.1_182,NZ_VFIG01000003.1_183",2,"SanaTA__SanaA,SanaTA__SanaT_1","GCF_025388925.1"
"3163","NZ_VFIG01000003.1_Wadjet_I_11","Wadjet","Wadjet_I","Defense","NZ_VFIG01000003.1_185","NZ_VFIG01000003.1_188","NZ_VFIG01000003.1_185,NZ_VFIG01000003.1_186,NZ_VFIG01000003.1_187,NZ_VFIG01000003.1_188",4,"Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I","GCF_025388925.1"
"3164","NZ_VFIG01000003.1_PD-T4-3_7","PD-T4-3","PD-T4-3","Defense","NZ_VFIG01000003.1_266","NZ_VFIG01000003.1_266","NZ_VFIG01000003.1_266",1,"PD-T4-3__PD-T4-3","GCF_025388925.1"
"3165","NZ_VFIG01000003.1_Gao_Tmn_6","Gao_Tmn","Gao_Tmn","Defense","NZ_VFIG01000003.1_275","NZ_VFIG01000003.1_275","NZ_VFIG01000003.1_275",1,"Gao_Tmn__TmnA","GCF_025388925.1"
"3166","NZ_VFIG01000005.1_Septu_14","Septu","Septu","Defense","NZ_VFIG01000005.1_40","NZ_VFIG01000005.1_41","NZ_VFIG01000005.1_40,NZ_VFIG01000005.1_41",2,"Septu__PtuA_2,Septu__PtuB_2","GCF_025388925.1"
"3167","NZ_VFIG01000006.1_BREX_I_13","BREX","BREX_I","Defense","NZ_VFIG01000006.1_133","NZ_VFIG01000006.1_138","NZ_VFIG01000006.1_133,NZ_VFIG01000006.1_134,NZ_VFIG01000006.1_135,NZ_VFIG01000006.1_136,NZ_VFIG01000006.1_137,NZ_VFIG01000006.1_138",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA","GCF_025388925.1"
"3168","NZ_VFIF01000010.1_GAPS2_15","GAPS2","GAPS2","Defense","NZ_VFIF01000010.1_175","NZ_VFIF01000010.1_175","NZ_VFIF01000010.1_175",1,"GAPS2__GAPS2","GCF_025388945.1"
"3169","NZ_VFIF01000011.1_RloC_7","RloC","RloC","Defense","NZ_VFIF01000011.1_42","NZ_VFIF01000011.1_42","NZ_VFIF01000011.1_42",1,"RloC__RloC","GCF_025388945.1"
"3170","NZ_VFIF01000017.1_CAS_Class1-Subtype-I-F_16","Cas","CAS_Class1-Subtype-I-F","Defense","NZ_VFIF01000017.1_6","NZ_VFIF01000017.1_12","NZ_VFIF01000017.1_6,NZ_VFIF01000017.1_7,NZ_VFIF01000017.1_9,NZ_VFIF01000017.1_10,NZ_VFIF01000017.1_11,NZ_VFIF01000017.1_12",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_2,cas7f_I-F_2,cas8f_I-F_4","GCF_025388945.1"
"3171","NZ_VFIF01000022.1_PARIS_I_13","Paris","PARIS_I","Defense","NZ_VFIF01000022.1_32","NZ_VFIF01000022.1_33","NZ_VFIF01000022.1_32,NZ_VFIF01000022.1_33",2,"Paris_I__AriA_AAA15,Paris_I__AriB_DUF4435_I","GCF_025388945.1"
"3172","NZ_VFIF01000027.1_AbiD_10","AbiD","AbiD","Defense","NZ_VFIF01000027.1_13","NZ_VFIF01000027.1_13","NZ_VFIF01000027.1_13",1,"AbiD__AbiD","GCF_025388945.1"
"3173","NZ_VFIF01000031.1_MazEF_12","MazEF","MazEF","Defense","NZ_VFIF01000031.1_16","NZ_VFIF01000031.1_17","NZ_VFIF01000031.1_16,NZ_VFIF01000031.1_17",2,"MazEF__MazE,MazEF__MazF","GCF_025388945.1"
"3174","NZ_VFIF01000003.1_MazEF_11","MazEF","MazEF","Defense","NZ_VFIF01000003.1_160","NZ_VFIF01000003.1_161","NZ_VFIF01000003.1_160,NZ_VFIF01000003.1_161",2,"MazEF__MazE,MazEF__MazF","GCF_025388945.1"
"3175","NZ_VFIF01000005.1_BREX_I_9","BREX","BREX_I","Defense","NZ_VFIF01000005.1_162","NZ_VFIF01000005.1_168","NZ_VFIF01000005.1_162,NZ_VFIF01000005.1_163,NZ_VFIF01000005.1_164,NZ_VFIF01000005.1_166,NZ_VFIF01000005.1_167,NZ_VFIF01000005.1_168",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA","GCF_025388945.1"
"3176","NZ_VFIF01000006.1_Septu_14","Septu","Septu","Defense","NZ_VFIF01000006.1_38","NZ_VFIF01000006.1_39","NZ_VFIF01000006.1_38,NZ_VFIF01000006.1_39",2,"Septu__PtuA_2,Septu__PtuB_2","GCF_025388945.1"
"3177","NZ_VFIF01000007.1_Shango_4","Shango","Shango","Defense","NZ_VFIF01000007.1_52","NZ_VFIF01000007.1_54","NZ_VFIF01000007.1_52,NZ_VFIF01000007.1_53,NZ_VFIF01000007.1_54",3,"Shango__SngA,Shango__SngB,Shango__SngC","GCF_025388945.1"
"3178","NZ_VFIF01000007.1_SanaTA_3","SanaTA","SanaTA","Defense","NZ_VFIF01000007.1_56","NZ_VFIF01000007.1_57","NZ_VFIF01000007.1_56,NZ_VFIF01000007.1_57",2,"SanaTA__SanaA,SanaTA__SanaT_1","GCF_025388945.1"
"3179","NZ_VFIF01000007.1_Wadjet_I_6","Wadjet","Wadjet_I","Defense","NZ_VFIF01000007.1_59","NZ_VFIF01000007.1_62","NZ_VFIF01000007.1_59,NZ_VFIF01000007.1_60,NZ_VFIF01000007.1_61,NZ_VFIF01000007.1_62",4,"Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I","GCF_025388945.1"
"3180","NZ_VFIF01000007.1_PD-T4-3_2","PD-T4-3","PD-T4-3","Defense","NZ_VFIF01000007.1_139","NZ_VFIF01000007.1_139","NZ_VFIF01000007.1_139",1,"PD-T4-3__PD-T4-3","GCF_025388945.1"
"3181","NZ_VFIF01000007.1_Gao_Tmn_1","Gao_Tmn","Gao_Tmn","Defense","NZ_VFIF01000007.1_148","NZ_VFIF01000007.1_148","NZ_VFIF01000007.1_148",1,"Gao_Tmn__TmnA","GCF_025388945.1"
"3182","NZ_CP104745.1_BREX_I_3","BREX","BREX_I","Defense","NZ_CP104745.1_838","NZ_CP104745.1_843","NZ_CP104745.1_838,NZ_CP104745.1_839,NZ_CP104745.1_840,NZ_CP104745.1_841,NZ_CP104745.1_842,NZ_CP104745.1_843",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA","GCF_025402895.1"
"3183","NZ_CP104745.1_Gao_Tmn_5","Gao_Tmn","Gao_Tmn","Defense","NZ_CP104745.1_1014","NZ_CP104745.1_1014","NZ_CP104745.1_1014",1,"Gao_Tmn__TmnA","GCF_025402895.1"
"3184","NZ_CP104745.1_AbiE_1","AbiE","AbiE","Defense","NZ_CP104745.1_2170","NZ_CP104745.1_2171","NZ_CP104745.1_2170,NZ_CP104745.1_2171",2,"AbiEii__AbiEi_3,AbiEii__AbiEii","GCF_025402895.1"
"3185","NZ_CP104745.1_Hachiman_6","Hachiman","Hachiman","Defense","NZ_CP104745.1_2250","NZ_CP104745.1_2251","NZ_CP104745.1_2250,NZ_CP104745.1_2251",2,"Hachiman__HamA_1,Hachiman__HamB","GCF_025402895.1"
"3186","NZ_CP104745.1_DS-6_4","DS-6","DS-6","Defense","NZ_CP104745.1_2383","NZ_CP104745.1_2384","NZ_CP104745.1_2383,NZ_CP104745.1_2384",2,"DS-6__DS-6A,DS-6__DS-6B","GCF_025402895.1"
"3187","NZ_CP104745.1_RloC_10","RloC","RloC","Defense","NZ_CP104745.1_2651","NZ_CP104745.1_2651","NZ_CP104745.1_2651",1,"RloC__RloC","GCF_025402895.1"
"3188","NZ_CP104745.1_RM_Type_IV_16","RM","RM_Type_IV","Defense","NZ_CP104745.1_2738","NZ_CP104745.1_2738","NZ_CP104745.1_2738",1,"RM_Type_IV__Type_IV_03","GCF_025402895.1"
"3189","NZ_CP104745.1_CAS_Class1-Subtype-I-F_18","Cas","CAS_Class1-Subtype-I-F","Defense","NZ_CP104745.1_2891","NZ_CP104745.1_2898","NZ_CP104745.1_2891,NZ_CP104745.1_2892,NZ_CP104745.1_2893,NZ_CP104745.1_2894,NZ_CP104745.1_2897,NZ_CP104745.1_2898",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_4","GCF_025402895.1"
"3190","NZ_CP104745.1_CAS_Class1-Subtype-I-E_17","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_CP104745.1_2908","NZ_CP104745.1_2915","NZ_CP104745.1_2908,NZ_CP104745.1_2909,NZ_CP104745.1_2910,NZ_CP104745.1_2911,NZ_CP104745.1_2912,NZ_CP104745.1_2913,NZ_CP104745.1_2914,NZ_CP104745.1_2915",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_025402895.1"
"3191","NZ_CP104745.1_Zorya_TypeI_11","Zorya","Zorya_TypeI","Defense","NZ_CP104745.1_3127","NZ_CP104745.1_3130","NZ_CP104745.1_3127,NZ_CP104745.1_3128,NZ_CP104745.1_3129,NZ_CP104745.1_3130",4,"Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB","GCF_025402895.1"
"3192","NZ_CP104745.1_RM_Type_I_14","RM","RM_Type_I","Defense","NZ_CP104745.1_3131","NZ_CP104745.1_3133","NZ_CP104745.1_3131,NZ_CP104745.1_3132,NZ_CP104745.1_3133",3,"RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06","GCF_025402895.1"
"3193","NZ_CP104745.1_Pycsar_9","Pycsar","Pycsar","Defense","NZ_CP104745.1_3272","NZ_CP104745.1_3273","NZ_CP104745.1_3272,NZ_CP104745.1_3273",2,"CBASS__2TM_5,Pycsar__AG_cyclase","GCF_025402895.1"
"3194","NZ_CP104745.1_PD-T7-2_8","PD-T7-2","PD-T7-2","Defense","NZ_CP104745.1_3275","NZ_CP104745.1_3276","NZ_CP104745.1_3275,NZ_CP104745.1_3276",2,"PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B","GCF_025402895.1"
"3195","NZ_CP104745.1_RM_Type_I_15","RM","RM_Type_I","Defense","NZ_CP104745.1_3587","NZ_CP104745.1_3589","NZ_CP104745.1_3587,NZ_CP104745.1_3588,NZ_CP104745.1_3589",3,"RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_04","GCF_025402895.1"
"3196","NZ_JAOVAZ010000001.1_RM_Type_I_14","RM","RM_Type_I","Defense","NZ_JAOVAZ010000001.1_562","NZ_JAOVAZ010000001.1_564","NZ_JAOVAZ010000001.1_562,NZ_JAOVAZ010000001.1_563,NZ_JAOVAZ010000001.1_564",3,"RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06","GCF_025656905.1"
"3197","NZ_JAOVAZ010000001.1_Zorya_TypeI_11","Zorya","Zorya_TypeI","Defense","NZ_JAOVAZ010000001.1_565","NZ_JAOVAZ010000001.1_568","NZ_JAOVAZ010000001.1_565,NZ_JAOVAZ010000001.1_566,NZ_JAOVAZ010000001.1_567,NZ_JAOVAZ010000001.1_568",4,"Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB","GCF_025656905.1"
"3198","NZ_JAOVAZ010000001.1_CAS_Class1-Subtype-I-E_19","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_JAOVAZ010000001.1_785","NZ_JAOVAZ010000001.1_792","NZ_JAOVAZ010000001.1_785,NZ_JAOVAZ010000001.1_786,NZ_JAOVAZ010000001.1_787,NZ_JAOVAZ010000001.1_788,NZ_JAOVAZ010000001.1_789,NZ_JAOVAZ010000001.1_790,NZ_JAOVAZ010000001.1_791,NZ_JAOVAZ010000001.1_792",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_025656905.1"
"3199","NZ_JAOVAZ010000001.1_CAS_Class1-Subtype-I-F_20","Cas","CAS_Class1-Subtype-I-F","Defense","NZ_JAOVAZ010000001.1_802","NZ_JAOVAZ010000001.1_809","NZ_JAOVAZ010000001.1_802,NZ_JAOVAZ010000001.1_803,NZ_JAOVAZ010000001.1_806,NZ_JAOVAZ010000001.1_807,NZ_JAOVAZ010000001.1_808,NZ_JAOVAZ010000001.1_809",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_4","GCF_025656905.1"
"3200","NZ_JAOVAZ010000001.1_RM_Type_III_17","RM","RM_Type_III","Defense","NZ_JAOVAZ010000001.1_892","NZ_JAOVAZ010000001.1_893","NZ_JAOVAZ010000001.1_892,NZ_JAOVAZ010000001.1_893",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_025656905.1"
"3201","NZ_JAOVAZ010000001.1_Gao_Tmn_6","Gao_Tmn","Gao_Tmn","Defense","NZ_JAOVAZ010000001.1_1011","NZ_JAOVAZ010000001.1_1011","NZ_JAOVAZ010000001.1_1011",1,"Gao_Tmn__TmnA","GCF_025656905.1"
"3202","NZ_JAOVAZ010000001.1_AbiE_1","AbiE","AbiE","Defense","NZ_JAOVAZ010000001.1_2222","NZ_JAOVAZ010000001.1_2223","NZ_JAOVAZ010000001.1_2222,NZ_JAOVAZ010000001.1_2223",2,"AbiEii__AbiEi_3,AbiEii__AbiEii","GCF_025656905.1"
"3203","NZ_JAOVAZ010000001.1_Hachiman_7","Hachiman","Hachiman","Defense","NZ_JAOVAZ010000001.1_2301","NZ_JAOVAZ010000001.1_2302","NZ_JAOVAZ010000001.1_2301,NZ_JAOVAZ010000001.1_2302",2,"Hachiman__HamA_1,Hachiman__HamB","GCF_025656905.1"
"3204","NZ_JAOVAZ010000001.1_DS-6_4","DS-6","DS-6","Defense","NZ_JAOVAZ010000001.1_2487","NZ_JAOVAZ010000001.1_2488","NZ_JAOVAZ010000001.1_2487,NZ_JAOVAZ010000001.1_2488",2,"DS-6__DS-6A,DS-6__DS-6B","GCF_025656905.1"
"3205","NZ_JAOVAZ010000001.1_RM_Type_IV_18","RM","RM_Type_IV","Defense","NZ_JAOVAZ010000001.1_2807","NZ_JAOVAZ010000001.1_2807","NZ_JAOVAZ010000001.1_2807",1,"RM_Type_IV__Type_IV_03","GCF_025656905.1"
