"","sys_id","type","subtype","activity","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","Genome","Genome2"
"241","GCF_012367775.1_ASM1236777v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWQ010000036.1_33","NZ_JAAEWQ010000036.1_33","NZ_JAAEWQ010000036.1_33",1,"Mok_Hok_Sok__Hok","GCF_012367775.1","GCF_012367775.1"
"242","GCF_012367795.1_ASM1236779v1_genomic_plasmid_proteins_MazEF_1","MazEF","MazEF","Defense","NZ_JAAEWW010000012.1_26","NZ_JAAEWW010000012.1_27","NZ_JAAEWW010000012.1_26,NZ_JAAEWW010000012.1_27",2,"MazEF__MazE,MazEF__MazF","GCF_012367795.1","GCF_012367795.1"
"243","GCF_012367795.1_ASM1236779v1_genomic_plasmid_proteins_Mok_Hok_Sok_2","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWW010000029.1_32","NZ_JAAEWW010000029.1_32","NZ_JAAEWW010000029.1_32",1,"Mok_Hok_Sok__Hok","GCF_012367795.1","GCF_012367795.1"
"244","GCF_012367805.1_ASM1236780v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWT010000010.1_32","NZ_JAAEWT010000010.1_32","NZ_JAAEWT010000010.1_32",1,"Mok_Hok_Sok__Hok","GCF_012367805.1","GCF_012367805.1"
"245","GCF_012367815.1_ASM1236781v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWY010000027.1_13","NZ_JAAEWY010000027.1_13","NZ_JAAEWY010000027.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367815.1","GCF_012367815.1"
"246","GCF_012367845.1_ASM1236784v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWX010000034.1_13","NZ_JAAEWX010000034.1_13","NZ_JAAEWX010000034.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367845.1","GCF_012367845.1"
"247","GCF_012367875.1_ASM1236787v1_genomic_plasmid_proteins_D12_RM_Type_II_PDDEXK_1","RM_Type_II","D12_RM_Type_II_PDDEXK","Defense","NZ_JAAEWZ010000023.1_1","NZ_JAAEWZ010000023.1_2","NZ_JAAEWZ010000023.1_1,NZ_JAAEWZ010000023.1_2",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_012367875.1","GCF_012367875.1"
"248","GCF_012367885.1_ASM1236788v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXB010000012.1_13","NZ_JAAEXB010000012.1_13","NZ_JAAEXB010000012.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367885.1","GCF_012367885.1"
"249","GCF_012367935.1_ASM1236793v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXA010000008.1_13","NZ_JAAEXA010000008.1_13","NZ_JAAEXA010000008.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367935.1","GCF_012367935.1"
"250","GCF_012367945.1_ASM1236794v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXC010000019.1_13","NZ_JAAEXC010000019.1_13","NZ_JAAEXC010000019.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367945.1","GCF_012367945.1"
"251","GCF_012367975.1_ASM1236797v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXE010000009.1_13","NZ_JAAEXE010000009.1_13","NZ_JAAEXE010000009.1_13",1,"Mok_Hok_Sok__Hok","GCF_012367975.1","GCF_012367975.1"
"252","GCF_012367995.1_ASM1236799v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXF010000016.1_32","NZ_JAAEXF010000016.1_32","NZ_JAAEXF010000016.1_32",1,"Mok_Hok_Sok__Hok","GCF_012367995.1","GCF_012367995.1"
"253","GCF_012368055.1_ASM1236805v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXK010000034.1_13","NZ_JAAEXK010000034.1_13","NZ_JAAEXK010000034.1_13",1,"Mok_Hok_Sok__Hok","GCF_012368055.1","GCF_012368055.1"
"254","GCF_012368065.1_ASM1236806v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXI010000001.1_32","NZ_JAAEXI010000001.1_32","NZ_JAAEXI010000001.1_32",1,"Mok_Hok_Sok__Hok","GCF_012368065.1","GCF_012368065.1"
"255","GCF_012368085.1_ASM1236808v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXL010000014.1_13","NZ_JAAEXL010000014.1_13","NZ_JAAEXL010000014.1_13",1,"Mok_Hok_Sok__Hok","GCF_012368085.1","GCF_012368085.1"
"256","GCF_012368155.1_ASM1236815v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXO010000037.1_32","NZ_JAAEXO010000037.1_32","NZ_JAAEXO010000037.1_32",1,"Mok_Hok_Sok__Hok","GCF_012368155.1","GCF_012368155.1"
"257","GCF_012368165.1_ASM1236816v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXR010000027.1_13","NZ_JAAEXR010000027.1_13","NZ_JAAEXR010000027.1_13",1,"Mok_Hok_Sok__Hok","GCF_012368165.1","GCF_012368165.1"
"258","GCF_012368205.1_ASM1236820v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXQ010000025.1_13","NZ_JAAEXQ010000025.1_13","NZ_JAAEXQ010000025.1_13",1,"Mok_Hok_Sok__Hok","GCF_012368205.1","GCF_012368205.1"
"259","GCF_012368255.1_ASM1236825v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXS010000045.1_32","NZ_JAAEXS010000045.1_32","NZ_JAAEXS010000045.1_32",1,"Mok_Hok_Sok__Hok","GCF_012368255.1","GCF_012368255.1"
"260","GCF_012368265.1_ASM1236826v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXU010000031.1_13","NZ_JAAEXU010000031.1_13","NZ_JAAEXU010000031.1_13",1,"Mok_Hok_Sok__Hok","GCF_012368265.1","GCF_012368265.1"
"261","GCF_012368295.1_ASM1236829v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXT010000021.1_13","NZ_JAAEXT010000021.1_13","NZ_JAAEXT010000021.1_13",1,"Mok_Hok_Sok__Hok","GCF_012368295.1","GCF_012368295.1"
"262","GCF_012368315.1_ASM1236831v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXW010000041.1_32","NZ_JAAEXW010000041.1_32","NZ_JAAEXW010000041.1_32",1,"Mok_Hok_Sok__Hok","GCF_012368315.1","GCF_012368315.1"
"263","GCF_012368325.1_ASM1236832v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXY010000026.1_32","NZ_JAAEXY010000026.1_32","NZ_JAAEXY010000026.1_32",1,"Mok_Hok_Sok__Hok","GCF_012368325.1","GCF_012368325.1"
"264","GCF_012368345.1_ASM1236834v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXX010000029.1_13","NZ_JAAEXX010000029.1_13","NZ_JAAEXX010000029.1_13",1,"Mok_Hok_Sok__Hok","GCF_012368345.1","GCF_012368345.1"
"265","GCF_012368375.1_ASM1236837v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEXV010000026.1_13","NZ_JAAEXV010000026.1_13","NZ_JAAEXV010000026.1_13",1,"Mok_Hok_Sok__Hok","GCF_012368375.1","GCF_012368375.1"
"266","GCF_012371495.1_ASM1237149v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEUO010000040.1_33","NZ_JAAEUO010000040.1_33","NZ_JAAEUO010000040.1_33",1,"Mok_Hok_Sok__Hok","GCF_012371495.1","GCF_012371495.1"
"267","GCF_012371505.1_ASM1237150v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEUP010000022.1_13","NZ_JAAEUP010000022.1_13","NZ_JAAEUP010000022.1_13",1,"Mok_Hok_Sok__Hok","GCF_012371505.1","GCF_012371505.1"
"268","GCF_012371555.1_ASM1237155v1_genomic_plasmid_proteins_PD-T4-5_5","PD-T4-5","PD-T4-5","Defense","NZ_JAAEUR010000004.1_2","NZ_JAAEUR010000004.1_2","NZ_JAAEUR010000004.1_2",1,"PD-T4-5__PD-T4-5","GCF_012371555.1","GCF_012371555.1"
"269","GCF_012371555.1_ASM1237155v1_genomic_plasmid_proteins_CBASS_I_TM_3","CBASS","CBASS_I_TM","Defense","NZ_JAAEUR010000048.1_44","NZ_JAAEUR010000048.1_46","NZ_JAAEUR010000048.1_44,NZ_JAAEUR010000048.1_45,NZ_JAAEUR010000048.1_46",3,"CBASS__2TM_Gros,CBASS__A_Cyclase_AGS_C,CBASS__Cyclase_SMODS","GCF_012371555.1","GCF_012371555.1"
"270","GCF_012371555.1_ASM1237155v1_genomic_plasmid_proteins_Mok_Hok_Sok_4","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEUR010000005.1_69","NZ_JAAEUR010000005.1_69","NZ_JAAEUR010000005.1_69",1,"Mok_Hok_Sok__Hok","GCF_012371555.1","GCF_012371555.1"
"271","GCF_012371565.1_ASM1237156v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEUU010000036.1_32","NZ_JAAEUU010000036.1_32","NZ_JAAEUU010000036.1_32",1,"Mok_Hok_Sok__Hok","GCF_012371565.1","GCF_012371565.1"
"272","GCF_012371575.1_ASM1237157v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEUT010000002.1_32","NZ_JAAEUT010000002.1_32","NZ_JAAEUT010000002.1_32",1,"Mok_Hok_Sok__Hok","GCF_012371575.1","GCF_012371575.1"
"273","GCF_012371615.1_ASM1237161v1_genomic_plasmid_proteins_RM_Type_II_3","RM","RM_Type_II","Defense","NZ_JAAEUZ010000045.1_4","NZ_JAAEUZ010000045.1_5","NZ_JAAEUZ010000045.1_4,NZ_JAAEUZ010000045.1_5",2,"RM_Type_II__Type_II_MTases_FAM_21,RM_Type_II__Type_II_REase12","GCF_012371615.1","GCF_012371615.1"
"274","GCF_012371615.1_ASM1237161v1_genomic_plasmid_proteins_Retron_IV_1","Retron","Retron_IV","Defense","NZ_JAAEUZ010000043.1_1","NZ_JAAEUZ010000043.1_2","NZ_JAAEUZ010000043.1_1,NZ_JAAEUZ010000043.1_2",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_012371615.1","GCF_012371615.1"
"275","GCF_012371655.1_ASM1237165v1_genomic_plasmid_proteins_Retron_VI_2","Retron","Retron_VI","Defense","NZ_JAAEVK010000019.1_4","NZ_JAAEVK010000019.1_5","NZ_JAAEVK010000019.1_4,NZ_JAAEVK010000019.1_5",2,"Retron_VI__HTH,Retron__RT_Tot_10","GCF_012371655.1","GCF_012371655.1"
"276","GCF_012371655.1_ASM1237165v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVK010000002.1_32","NZ_JAAEVK010000002.1_32","NZ_JAAEVK010000002.1_32",1,"Mok_Hok_Sok__Hok","GCF_012371655.1","GCF_012371655.1"
"277","GCF_012371665.2_ASM1237166v1_genomic_plasmid_proteins_D12_RM_Type_II_PDDEXK_5","RM_Type_II","D12_RM_Type_II_PDDEXK","Defense","NZ_JAAEVB010000010.1_1","NZ_JAAEVB010000010.1_2","NZ_JAAEVB010000010.1_1,NZ_JAAEVB010000010.1_2",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_012371665.2_ASM1237166v1","GCF_012371665.2_ASM1237166v1"
"278","GCF_012371665.2_ASM1237166v1_genomic_plasmid_proteins_HEC-06_1","HEC-06","HEC-06","Defense","NZ_JAAEVB010000011.1_107","NZ_JAAEVB010000011.1_107","NZ_JAAEVB010000011.1_107",1,"HEC-06__HEC-06","GCF_012371665.2_ASM1237166v1","GCF_012371665.2_ASM1237166v1"
"279","GCF_012371665.2_ASM1237166v1_genomic_plasmid_proteins_Pycsar_TM_4","Pycsar","Pycsar_TM","Defense","NZ_JAAEVB010000011.1_109","NZ_JAAEVB010000011.1_110","NZ_JAAEVB010000011.1_109,NZ_JAAEVB010000011.1_110",2,"CBASS__2TM_5,Pycsar__AG_cyclase","GCF_012371665.2_ASM1237166v1","GCF_012371665.2_ASM1237166v1"
"280","GCF_012371665.2_ASM1237166v1_genomic_plasmid_proteins_Mok_Hok_Sok_2","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVB010000054.1_20","NZ_JAAEVB010000054.1_20","NZ_JAAEVB010000054.1_20",1,"Mok_Hok_Sok__Hok","GCF_012371665.2_ASM1237166v1","GCF_012371665.2_ASM1237166v1"
"281","GCF_012371675.1_ASM1237167v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVH010000037.1_13","NZ_JAAEVH010000037.1_13","NZ_JAAEVH010000037.1_13",1,"Mok_Hok_Sok__Hok","GCF_012371675.1","GCF_012371675.1"
"282","GCF_012371685.1_ASM1237168v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVD010000026.1_13","NZ_JAAEVD010000026.1_13","NZ_JAAEVD010000026.1_13",1,"Mok_Hok_Sok__Hok","GCF_012371685.1","GCF_012371685.1"
"283","GCF_012371695.1_ASM1237169v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVW010000033.1_13","NZ_JAAEVW010000033.1_13","NZ_JAAEVW010000033.1_13",1,"Mok_Hok_Sok__Hok","GCF_012371695.1","GCF_012371695.1"
"284","GCF_012371755.1_ASM1237175v1_genomic_plasmid_proteins_Mok_Hok_Sok_3","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEVY010000013.1_68","NZ_JAAEVY010000013.1_68","NZ_JAAEVY010000013.1_68",1,"Mok_Hok_Sok__Hok","GCF_012371755.1","GCF_012371755.1"
"285","GCF_012371755.1_ASM1237175v1_genomic_plasmid_proteins_Hailibu_Her_DUF_2","Gao_Her","Hailibu_Her_DUF","Defense","NZ_JAAEVY010000004.1_38","NZ_JAAEVY010000004.1_39","NZ_JAAEVY010000004.1_38,NZ_JAAEVY010000004.1_39",2,"Gao_Her_DUF__DUF4297,Gao_Her_DUF__HerA_DUF","GCF_012371755.1","GCF_012371755.1"
"286","GCF_012371765.1_ASM1237176v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWP010000034.1_13","NZ_JAAEWP010000034.1_13","NZ_JAAEWP010000034.1_13",1,"Mok_Hok_Sok__Hok","GCF_012371765.1","GCF_012371765.1"
"287","GCF_012371775.1_ASM1237177v1_genomic_plasmid_proteins_Gao_Her_DUF_1","Gao_Her","Gao_Her_DUF","Defense","NZ_JAAEWD010000008.1_170","NZ_JAAEWD010000008.1_171","NZ_JAAEWD010000008.1_170,NZ_JAAEWD010000008.1_171",2,"Gao_Her_DUF__DUF4297,Gao_Her_DUF__HerA_DUF","GCF_012371775.1","GCF_012371775.1"
"288","GCF_012371795.1_ASM1237179v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWJ010000036.1_13","NZ_JAAEWJ010000036.1_13","NZ_JAAEWJ010000036.1_13",1,"Mok_Hok_Sok__Hok","GCF_012371795.1","GCF_012371795.1"
"289","GCF_012371815.1_ASM1237181v1_genomic_plasmid_proteins_Retron_IV_1","Retron","Retron_IV","Defense","NZ_JAAEWE010000018.1_1","NZ_JAAEWE010000018.1_2","NZ_JAAEWE010000018.1_1,NZ_JAAEWE010000018.1_2",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_012371815.1","GCF_012371815.1"
"290","GCF_012371855.1_ASM1237185v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWS010000031.1_32","NZ_JAAEWS010000031.1_32","NZ_JAAEWS010000031.1_32",1,"Mok_Hok_Sok__Hok","GCF_012371855.1","GCF_012371855.1"
"291","GCF_012371865.1_ASM1237186v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWR010000026.1_32","NZ_JAAEWR010000026.1_32","NZ_JAAEWR010000026.1_32",1,"Mok_Hok_Sok__Hok","GCF_012371865.1","GCF_012371865.1"
"292","GCF_012371885.1_ASM1237188v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWU010000037.1_66","NZ_JAAEWU010000037.1_66","NZ_JAAEWU010000037.1_66",1,"Mok_Hok_Sok__Hok","GCF_012371885.1","GCF_012371885.1"
"293","GCF_012371915.1_ASM1237191v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAAEWV010000036.1_13","NZ_JAAEWV010000036.1_13","NZ_JAAEWV010000036.1_13",1,"Mok_Hok_Sok__Hok","GCF_012371915.1","GCF_012371915.1"
"294","GCF_013074405.1_ASM1307440v1_genomic_plasmid_proteins_PARIS_II_merge_2","Paris","PARIS_II_merge","Defense","NZ_JABANZ010000011.1_2","NZ_JABANZ010000011.1_2","NZ_JABANZ010000011.1_2",1,"Paris_II_merge__AAA_21_DUF4435","GCF_013074405.1","GCF_013074405.1"
"295","GCF_013074405.1_ASM1307440v1_genomic_plasmid_proteins_PfiAT_3","PfiAT","PfiAT","Defense","NZ_JABANZ010000014.1_62","NZ_JABANZ010000014.1_63","NZ_JABANZ010000014.1_62,NZ_JABANZ010000014.1_63",2,"PfiAT__PfiA,PfiAT__PfiT","GCF_013074405.1","GCF_013074405.1"
"296","GCF_013074405.1_ASM1307440v1_genomic_plasmid_proteins_DS-43_1","DS-43","DS-43","Defense","NZ_JABANZ010000025.1_10","NZ_JABANZ010000025.1_10","NZ_JABANZ010000025.1_10",1,"DS-43__DS-43","GCF_013074405.1","GCF_013074405.1"
"297","GCF_013074405.1_ASM1307440v1_genomic_plasmid_proteins_Prometheus_4","Prometheus","Prometheus","Defense","NZ_JABANZ010000004.1_110","NZ_JABANZ010000004.1_110","NZ_JABANZ010000004.1_110",1,"Prometheus__ProA","GCF_013074405.1","GCF_013074405.1"
"298","GCF_014155785.1_ASM1415578v1_genomic_plasmid_proteins_Hachiman_6","Hachiman","Hachiman","Defense","NZ_SCKU01000019.1_64","NZ_SCKU01000019.1_65","NZ_SCKU01000019.1_64,NZ_SCKU01000019.1_65",2,"Hachiman__HamA_1,Hachiman__HamB","GCF_014155785.1","GCF_014155785.1"
"299","GCF_014155785.1_ASM1415578v1_genomic_plasmid_proteins_Gabija_4","Gabija","Gabija","Defense","NZ_SCKU01000019.1_66","NZ_SCKU01000019.1_67","NZ_SCKU01000019.1_66,NZ_SCKU01000019.1_67",2,"Gabija__GajA,Gabija__GajB_2","GCF_014155785.1","GCF_014155785.1"
"300","GCF_014155785.1_ASM1415578v1_genomic_plasmid_proteins_Druantia_II_3","Druantia","Druantia_II","Defense","NZ_SCKU01000031.1_4","NZ_SCKU01000031.1_7","NZ_SCKU01000031.1_4,NZ_SCKU01000031.1_5,NZ_SCKU01000031.1_6,NZ_SCKU01000031.1_7",4,"Druantia_II__DruF,Druantia_II__DruG,Druantia_II__DruM,Druantia__DruE_2","GCF_014155785.1","GCF_014155785.1"
"301","GCF_014155785.1_ASM1415578v1_genomic_plasmid_proteins_HEC-05_5","HEC-05","HEC-05","Defense","NZ_SCKU01000031.1_11","NZ_SCKU01000031.1_11","NZ_SCKU01000031.1_11",1,"HEC-05__HEC-05","GCF_014155785.1","GCF_014155785.1"
"302","GCF_014155785.1_ASM1415578v1_genomic_plasmid_proteins_DS-23_2","DS-23","DS-23","Defense","NZ_SCKU01000033.1_14","NZ_SCKU01000033.1_14","NZ_SCKU01000033.1_14",1,"DS-23__DS-23","GCF_014155785.1","GCF_014155785.1"
"303","GCF_014155785.1_ASM1415578v1_genomic_plasmid_proteins_DS-12B_1","DS-12B","DS-12B","Defense","NZ_SCKU01000033.1_15","NZ_SCKU01000033.1_15","NZ_SCKU01000033.1_15",1,"DS-12__DS-12B","GCF_014155785.1","GCF_014155785.1"
"304","GCF_014357465.1_ASM1435746v1_genomic_plasmid_proteins_Thoeris_II_1","Thoeris","Thoeris_II","Defense","NZ_JACONS010000012.1_32","NZ_JACONS010000012.1_33","NZ_JACONS010000012.1_32,NZ_JACONS010000012.1_33",2,"Thoeris__ThsA_MacroTM,Thoeris__ThsB_3","GCF_014357465.1","GCF_014357465.1"
"305","GCF_014838835.1_ASM1483883v1_genomic_plasmid_proteins_Menshen_2","Menshen","Menshen","Defense","NZ_JACYMQ010000009.1_110","NZ_JACYMQ010000009.1_112","NZ_JACYMQ010000009.1_110,NZ_JACYMQ010000009.1_111,NZ_JACYMQ010000009.1_112",3,"Menshen__NsnA,Menshen__NsnB,Menshen__NsnC_2623244837","GCF_014838835.1","GCF_014838835.1"
"306","GCF_014838835.1_ASM1483883v1_genomic_plasmid_proteins_SDIC3_4","SDIC3","SDIC3","Defense","NZ_JACYMQ010000009.1_115","NZ_JACYMQ010000009.1_119","NZ_JACYMQ010000009.1_115,NZ_JACYMQ010000009.1_116,NZ_JACYMQ010000009.1_117,NZ_JACYMQ010000009.1_118,NZ_JACYMQ010000009.1_119",5,"SDIC3__SDIC3B,SDIC3__SDIC3C,SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F","GCF_014838835.1","GCF_014838835.1"
"307","GCF_014838835.1_ASM1483883v1_genomic_plasmid_proteins_Rst_Hydrolase-Tm_3","Rst_Hydrolase-3Tm","Rst_Hydrolase-Tm","Defense","NZ_JACYMQ010000009.1_123","NZ_JACYMQ010000009.1_124","NZ_JACYMQ010000009.1_123,NZ_JACYMQ010000009.1_124",2,"Rst_Hydrolase-Tm__Hydrolase,Rst_Hydrolase-Tm__Hydrolase-Tm","GCF_014838835.1","GCF_014838835.1"
"308","GCF_014838835.1_ASM1483883v1_genomic_plasmid_proteins_MazEF_1","MazEF","MazEF","Defense","NZ_JACYMQ010000017.1_13","NZ_JACYMQ010000017.1_14","NZ_JACYMQ010000017.1_13,NZ_JACYMQ010000017.1_14",2,"MazEF__MazE,MazEF__MazF","GCF_014838835.1","GCF_014838835.1"
"309","GCF_014838835.1_ASM1483883v1_genomic_plasmid_proteins_UG4_6","All_UG","UG4","Defense","NZ_JACYMQ010000027.1_16","NZ_JACYMQ010000027.1_16","NZ_JACYMQ010000027.1_16",1,"UG4__UG4","GCF_014838835.1","GCF_014838835.1"
"310","GCF_014839105.1_ASM1483910v1_genomic_plasmid_proteins_RM_Type_III_2","RM","RM_Type_III","Defense","NZ_JACYND010000009.1_111","NZ_JACYND010000009.1_112","NZ_JACYND010000009.1_111,NZ_JACYND010000009.1_112",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed","GCF_014839105.1","GCF_014839105.1"
"311","GCF_014839215.1_ASM1483921v1_genomic_plasmid_proteins_Other_Type_IV_4","Other_Type_IV","Other_Type_IV","Defense","NZ_JACYNM010000019.1_57","NZ_JACYNM010000019.1_57","NZ_JACYNM010000019.1_57",1,"RM_Type_IV__Type_IV_03","GCF_014839215.1","GCF_014839215.1"
"312","GCF_014839215.1_ASM1483921v1_genomic_plasmid_proteins_RM_Type_IV_8","RM","RM_Type_IV","Defense","NZ_JACYNM010000019.1_57","NZ_JACYNM010000019.1_57","NZ_JACYNM010000019.1_57",1,"RM_Type_IV__Type_IV_03","GCF_014839215.1","GCF_014839215.1"
"313","GCF_014839215.1_ASM1483921v1_genomic_plasmid_proteins_RM_Type_IV_8","RM","RM_Type_IV","Defense","NZ_JACYNM010000019.1_57","NZ_JACYNM010000019.1_57","NZ_JACYNM010000019.1_57",1,"RM_Type_IV__Type_IV_03","GCF_014839215.1","GCF_014839215.1"
"314","GCF_014839215.1_ASM1483921v1_genomic_plasmid_proteins_Other_Type_IV_4","Other_Type_IV","Other_Type_IV","Defense","NZ_JACYNM010000019.1_57","NZ_JACYNM010000019.1_57","NZ_JACYNM010000019.1_57",1,"RM_Type_IV__Type_IV_03","GCF_014839215.1","GCF_014839215.1"
"315","GCF_014839215.1_ASM1483921v1_genomic_plasmid_proteins_DS-41_1","DS-41","DS-41","Defense","NZ_JACYNM010000028.1_5","NZ_JACYNM010000028.1_5","NZ_JACYNM010000028.1_5",1,"DS-41__DS-41","GCF_014839215.1","GCF_014839215.1"
"316","GCF_014839215.1_ASM1483921v1_genomic_plasmid_proteins_Gao_Tmn_2","Gao_Tmn","Gao_Tmn","Defense","NZ_JACYNM010000028.1_6","NZ_JACYNM010000028.1_6","NZ_JACYNM010000028.1_6",1,"Gao_Tmn__TmnA","GCF_014839215.1","GCF_014839215.1"
"317","GCF_014839215.1_ASM1483921v1_genomic_plasmid_proteins_PD-Lambda-1_5","PD-Lambda-1","PD-Lambda-1","Defense","NZ_JACYNM010000031.1_24","NZ_JACYNM010000031.1_24","NZ_JACYNM010000031.1_24",1,"PD-Lambda-1__PD-Lambda-1","GCF_014839215.1","GCF_014839215.1"
"318","GCF_014839215.1_ASM1483921v1_genomic_plasmid_proteins_Retron_VI_6","Retron","Retron_VI","Defense","NZ_JACYNM010000044.1_1","NZ_JACYNM010000044.1_2","NZ_JACYNM010000044.1_1,NZ_JACYNM010000044.1_2",2,"Retron_VI__HTH,Retron__RT_Tot_10","GCF_014839215.1","GCF_014839215.1"
"319","GCF_014839215.1_ASM1483921v1_genomic_plasmid_proteins_MazEF_3","MazEF","MazEF","Defense","NZ_JACYNM010000045.1_2","NZ_JACYNM010000045.1_3","NZ_JACYNM010000045.1_2,NZ_JACYNM010000045.1_3",2,"MazEF__MazE,MazEF__MazF","GCF_014839215.1","GCF_014839215.1"
